citing;cited;matched
Veldhuis2012_PrestigeDi;Bock2004_Uberlegung;False
Veldhuis2012_PrestigeDi;Civil1989_TheTextsfr;False
Veldhuis2012_PrestigeDi;George0000_InSearchOf;True
Veldhuis2012_PrestigeDi;Clayden1996_KurigalzuI;False
Veldhuis2012_PrestigeDi;Cohen2004_KidinGulaT;False
Veldhuis2012_PrestigeDi;Feldman2006_Diplomacyb;False
Veldhuis2012_PrestigeDi;Finkelstein1953_CuneiformT;False
Veldhuis2012_PrestigeDi;Fleming1992_TheInstall;False
Veldhuis2012_PrestigeDi;Fleming2000_TimeatEmar;False
Veldhuis2012_PrestigeDi;Foster1993_BeforetheM;False
Veldhuis2012_PrestigeDi;Izre'el1997_TheAmarnaS;False
Veldhuis2012_PrestigeDi;Kramer1948_Fragmentso;False
Veldhuis2012_PrestigeDi;Lenzi2008_Secrecyand;False
Veldhuis2012_PrestigeDi;Machinist1984_TheAssyria;False
Veldhuis2012_PrestigeDi;Maul1998_MardukNabu;False
Veldhuis2012_PrestigeDi;Moran1992_TheAmarnaL;False
Veldhuis2012_PrestigeDi;Myhrman1911_Babylonian;False
Veldhuis2012_PrestigeDi;Pedersen1985_Archivesan;False
Veldhuis2012_PrestigeDi;Sallaberger1996_ReviewofFl;False
Veldhuis2012_PrestigeDi;Slanski2000_Classifica;False
Veldhuis2012_PrestigeDi;Mieroop2007_AHistoryof;False
Veldhuis2012_PrestigeDi;Soldt2001_Nabusallim;False
Veldhuis2012_PrestigeDi;Veldhuis2000_KassiteExe;True
Veldhuis2012_PrestigeDi;Veldhuis2008_Kurigalzus;False
Veldhuis2012_PrestigeDi;Weidner1952_DieBibliot;False
Veldhuis2012_PrestigeDi;Westenholz2005_SingaSongf;False
Veldhuis2012_PrestigeDi;Wiggermann2008_ABabylonia;False
Veldhuis2012_PrestigeDi;Yamada2006_TheHittite;False
Veldhuis2013_PurityAndA;Bongenaar1997_TheNeoBaby;False
Veldhuis2013_PurityAndA;Cavigneaux1980_DieFragmen;False
Veldhuis2013_PurityAndA;Cavigneaux1981_TextsfromB;False
Veldhuis2013_PurityAndA;Cavigneaux1996_Uncolophon;False
Veldhuis2013_PurityAndA;Cavigneaux1999_Nabusahare;False
Veldhuis2013_PurityAndA;Civil2010_TheLexical;False
Veldhuis2013_PurityAndA;Clancier2009_Lesbibliot;False
Veldhuis2013_PurityAndA;Frahm1995_TonvomTond;False
Veldhuis2013_PurityAndA;Frahm2002_Assur2001D;False
Veldhuis2013_PurityAndA;Frahm2011_Babylonian;False
Veldhuis2013_PurityAndA;George1992_Babylonian;False
Veldhuis2013_PurityAndA;George2010_TheColopho;False
Veldhuis2013_PurityAndA;Gesche1995_TonvomTond;False
Veldhuis2013_PurityAndA;Gesche2001_Schulunter;False
Veldhuis2013_PurityAndA;Foster2003_LateBabylo;True
Veldhuis2013_PurityAndA;Hrusa2010_Dieakkadis;False
Veldhuis2013_PurityAndA;Ludwig2009_Literarisc;False
Veldhuis2013_PurityAndA;Maul1998_Tikipsanta;False
Veldhuis2013_PurityAndA;Ossendrijver2011_Exzellente;False
Veldhuis2013_PurityAndA;Ossendrijver2011_ScienceinA;False
Veldhuis2013_PurityAndA;Pearce1993_Statements;False
Veldhuis2013_PurityAndA;Pedersen2005_Archiveund;False
Veldhuis2013_PurityAndA;Peterson2007_ANewSource;False
Veldhuis2013_PurityAndA;Snell1994_ANeoBabylo;False
Veldhuis2013_PurityAndA;Veldhuis1996_ANippurEme;False
Veldhuis2013_PurityAndA;Waerzeggers2010_TheEzidaTe;False
Veldhuis2013_PurityAndA;Waerzeggers2011_TheBabylon;False
Veldhuis2013_PurityAndA;Wagensonner2011_AScribalFa;False
Yushu2010_TheSumeria;Cohen1973_Enmerkaran;False
Yushu2010_TheSumeria;Englund1998_Textsfromt;False
Yushu2010_TheSumeria;Farber-Flugge1973_DerMythosI;False
Yushu2010_TheSumeria;Glassner2003_TheInventi;False
Yushu2010_TheSumeria;Green1980_AnimalHusb;False
Yushu2010_TheSumeria;Green1981_TheConstru;False
Yushu2010_TheSumeria;Green1987_Zeichenlis;False
Yushu2010_TheSumeria;Jacobsen1939_TheSumeria;False
Yushu2010_TheSumeria;Jacobsen1987_TheHarpsTh;False
Yushu2010_TheSumeria;Komoroczy1975_ZurAtiolog;False
Yushu2010_TheSumeria;Kramer1952_Enmerkaran;False
Yushu2010_TheSumeria;Kramer1959_HistoryBeg;False
Yushu2010_TheSumeria;Lieberman1980_OfClayPebb;False
Yushu2010_TheSumeria;Michalowski1986_MentalMaps;False
Yushu2010_TheSumeria;Michalowski2012_LiteracySc;True
Yushu2010_TheSumeria;Nissen1990_FruheSchri;False
Yushu2010_TheSumeria;Pallis1956_TheAntiqui;False
Yushu2010_TheSumeria;Powell1981_ThreeProbl;False
Yushu2010_TheSumeria;Rogers1915_AHistoryof;False
Yushu2010_TheSumeria;George2008_Approaches;True
Yushu2010_TheSumeria;Schmandt-Besserat1977_AnArchaicR;False
Yushu2010_TheSumeria;Schmandt-Besserat1979_AnArchaicR;False
Yushu2010_TheSumeria;Schmandt-Besserat1992_BeforeWrit;False
Yushu2010_TheSumeria;Steinkeller2004_TheFunctio;False
Yushu2010_TheSumeria;Vanstiphout1989_EnmerkarsI;False
Yushu2010_TheSumeria;Vanstiphout1994_AnotherAtt;False
Yushu2010_TheSumeria;Vanstiphout1999_TheTwinTon;False
Yushu2010_TheSumeria;Whittaker2001_TheDawnofW;False
Yushu2010_TheSumeria;Wiseman1955_AssyrianWr;False
Charpin2010_ReadingAnd;Abraham2004_Businessan;False
Charpin2010_ReadingAnd;Abrahami2008_Delusageet;False
Charpin2010_ReadingAnd;Abusch2002_Mesopotami;False
Charpin2010_ReadingAnd;Unknown2002_RichesHidd;False
Charpin2010_ReadingAnd;Unknown1999_Mesopotami;False
Charpin2010_ReadingAnd;Unknown2001_Historiogr;False
Charpin2010_ReadingAnd;Al-Jadir1998_Decouverte;False
Charpin2010_ReadingAnd;Al-Rawi1990_TabletsFro;True
Charpin2010_ReadingAnd;Al-Rawi2000_OldBabylon;False
Charpin2010_ReadingAnd;Al-Rawi1990_TabletsFro;True
Charpin2010_ReadingAnd;Alster1987_ANoteonthe;False
Charpin2010_ReadingAnd;Alster1997_Proverbsof;False
Charpin2010_ReadingAnd;Veldhuis2000_ReviewSume;True
Charpin2010_ReadingAnd;Anbar1975_Textesdele;False
Charpin2010_ReadingAnd;Unknown1982_Naissanced;False
Charpin2010_ReadingAnd;Archi1992_Transmissi;False
Charpin2010_ReadingAnd;Archi2003_ArchivalRe;False
Charpin2010_ReadingAnd;Arnaud1980_Labiblioth;False
Charpin2010_ReadingAnd;Arnaud1987_Textesdela;False
Charpin2010_ReadingAnd;Arnaud1987_LaSyrieduM;False
Charpin2010_ReadingAnd;Arnaud2007_Corpusdest;False
Charpin2010_ReadingAnd;Unknown2009_Advancesin;False
Charpin2010_ReadingAnd;Baker2003_RecordKeep;False
Charpin2010_ReadingAnd;Battini1996_Lalocalisa;False
Charpin2010_ReadingAnd;Bauer1998_Mesopotami;False
Charpin2010_ReadingAnd;Cecile2009_LesFemmesE;True
Charpin2010_ReadingAnd;Beaulieu1989_TheReignof;False
Charpin2010_ReadingAnd;Beaulieu1993_TheHistori;False
Charpin2010_ReadingAnd;Beaulieu2000_TheDescend;False
Charpin2010_ReadingAnd;Beaulieu2006_TheAstrono;False
Charpin2010_ReadingAnd;Beaulieu2007_LateBabylo;False
Charpin2010_ReadingAnd;Beckman1983_Mesopotami;True
Charpin2010_ReadingAnd;Beckman1996_HittiteDip;False
Charpin2010_ReadingAnd;Hoffner2009_HittiteStu;True
Charpin2010_ReadingAnd;Unknown1989_DUMUEDUBBA;False
Charpin2010_ReadingAnd;Bezold1889_Catalogueo;False
Charpin2010_ReadingAnd;Biga2003_TheReconst;False
Charpin2010_ReadingAnd;Biggs1973_RegionalCu;False
Charpin2010_ReadingAnd;Birot1985_Leschroniq;False
Charpin2010_ReadingAnd;Black2008_TextsfromU;False
Charpin2010_ReadingAnd;Bleibtreu2003_Bemerkunge;False
Charpin2010_ReadingAnd;Bock1996_WennduzuNi;False
Charpin2010_ReadingAnd;Bock2000_Mesopotami;False
Charpin2010_ReadingAnd;Bonechi1992_Relationsa;False
Charpin2010_ReadingAnd;Bonneterre1988_Pouruneetu;False
Charpin2010_ReadingAnd;Unknown1991_Unebibliot;False
Charpin2010_ReadingAnd;Borger1957_Geheimwiss;False
Charpin2010_ReadingAnd;Borger1990_Schlusselz;False
Charpin2010_ReadingAnd;Borger1996_Beitragezu;False
Charpin2010_ReadingAnd;Bottero1974_Symptomess;False
Charpin2010_ReadingAnd;Bottero1985_Mythesetri;False
Charpin2010_ReadingAnd;Bottero1987_LaMesopota;False
Charpin2010_ReadingAnd;Boyer1958_Textesjuri;False
Charpin2010_ReadingAnd;Brinkman2006_Babylonian;False
Charpin2010_ReadingAnd;Unknown2003_AncientArc;False
Charpin2010_ReadingAnd;Brosius2003_AncientArc;False
Charpin2010_ReadingAnd;Brown2000_Mesopotami;False
Charpin2010_ReadingAnd;Buccellati1993_ThroughaTa;False
Charpin2010_ReadingAnd;Butler1998_Mesopotami;False
Charpin2010_ReadingAnd;Cancik-Kirschbaum1996_Diemittela;False
Charpin2010_ReadingAnd;Cancik-Kirschbaum2006_Lescaracte;False
Charpin2010_ReadingAnd;Caquot1989_Textesreli;False
Charpin2010_ReadingAnd;Cassin1987_Lesemblabl;False
Charpin2010_ReadingAnd;Castel1995_Contextear;False
Charpin2010_ReadingAnd;Cavigneaux1981_Textesscol;False
Charpin2010_ReadingAnd;Cavigneaux1982_Schultexte;False
Charpin2010_ReadingAnd;Cavigneaux1996_Uncolophon;False
Charpin2010_ReadingAnd;Cavigneaux1996_URUKAltbab;False
Charpin2010_ReadingAnd;Cavigneaux1999_Nabusahare;False
Charpin2010_ReadingAnd;Cavigneaux1999_AScholarsL;False
Charpin2010_ReadingAnd;Cecen1995_Inamatikae;False
Charpin2010_ReadingAnd;Chamaza1992_Syntactica;False
Charpin2010_ReadingAnd;Charpin1980_Archivesfa;False
Charpin2010_ReadingAnd;Charpin1983_Uninventai;False
Charpin2010_ReadingAnd;Charpin1984_Nouveauxdo;False
Charpin2010_ReadingAnd;Charpin1985_Lesarchive;False
Charpin2010_ReadingAnd;Charpin1985_Lesarchive;False
Charpin2010_ReadingAnd;Charpin1986_LeclergedU;False
Charpin2010_ReadingAnd;Charpin1986_Transmissi;False
Charpin2010_ReadingAnd;Charpin1987_Nouveauxdo;False
Charpin2010_ReadingAnd;Charpin1989_Correction;False
Charpin2010_ReadingAnd;Charpin1990_Lesdivinit;False
Charpin2010_ReadingAnd;Charpin1990_Uneallianc;False
Charpin2010_ReadingAnd;Charpin1991_Untraiteen;False
Charpin2010_ReadingAnd;Charpin1992_Lesmalheur;False
Charpin2010_ReadingAnd;Charpin1992_Leslegende;False
Charpin2010_ReadingAnd;Charpin1993_Unsouverai;False
Charpin2010_ReadingAnd;Charpin1994_Lesumerien;False
Charpin2010_ReadingAnd;Charpin1995_Leserreurs;False
Charpin2010_ReadingAnd;Charpin1997_Sapiratumv;False
Charpin2010_ReadingAnd;Charpin1999_SumerIIIEc;False
Charpin2010_ReadingAnd;Charpin2000_Lettresetp;False
Charpin2010_ReadingAnd;Charpin2000_Lespreteur;False
Charpin2010_ReadingAnd;Charpin2002_Esquissedu;False
Charpin2010_ReadingAnd;Charpin2002_Lacommemor;False
Charpin2010_ReadingAnd;Charpin2003_Lesacrific;False
Charpin2010_ReadingAnd;Charpin2004_Histoirepo;False
Charpin2010_ReadingAnd;Charpin2006_Lesinscrip;False
Charpin2010_ReadingAnd;Charpin2010_WritingLaw;True
Charpin2010_ReadingAnd;Civil1975_Lexicograp;False
Charpin2010_ReadingAnd;Civil1979_TheSeriesl;False
Charpin2010_ReadingAnd;Civil1983_AnEarlyDyn;False
Charpin2010_ReadingAnd;Civil1987_UrIIIBurea;False
Charpin2010_ReadingAnd;Civil1989_TheTextsfr;False
Charpin2010_ReadingAnd;Civil1998_BilingualT;False
Charpin2010_ReadingAnd;Civil2008_TheEarlyDy;False
Charpin2010_ReadingAnd;Clancier2005_Lesbibliot;False
Charpin2010_ReadingAnd;Cohen1988_TheCanonic;False
Charpin2010_ReadingAnd;Unknown1993_TheTableta;False
Charpin2010_ReadingAnd;Cohen2004_KidinGulaT;False
Charpin2010_ReadingAnd;Cole1996_TheEarlyNe;False
Charpin2010_ReadingAnd;Cooper2006_Responsefo;False
Charpin2010_ReadingAnd;Cooper1983_TheSumeria;False
Charpin2010_ReadingAnd;Dain1961_Introducti;False
Charpin2010_ReadingAnd;Unknown2008_TheCityofE;False
Charpin2010_ReadingAnd;Dalley1973_OldBabylon;False
Charpin2010_ReadingAnd;Dalley1976_TheOldBaby;False
Charpin2010_ReadingAnd;Daniels1995_TheDeciphe;False
Charpin2010_ReadingAnd;Daniels1995_CuneiformC;False
Charpin2010_ReadingAnd;Dassow2009_NaramSinof;False
Charpin2010_ReadingAnd;Riva2008_TheNeoBaby;False
Charpin2010_ReadingAnd;Demare-Lafont1987_Linterpret;False
Charpin2010_ReadingAnd;Unknown2004_Assyriaand;False
Charpin2010_ReadingAnd;Unknown1999_BorninHeav;False
Charpin2010_ReadingAnd;Dietrich1990_Dieakkadis;False
Charpin2010_ReadingAnd;Dietrich2001_Babylonisc;False
Charpin2010_ReadingAnd;Unknown1995_VomAltenOr;False
Charpin2010_ReadingAnd;Dombradi1996_DieDarstel;False
Charpin2010_ReadingAnd;Donbaz1997_IstanbulMu;False
Charpin2010_ReadingAnd;Unknown2003_CulturalRe;False
Charpin2010_ReadingAnd;Driver1976_SemiticWri;False
Charpin2010_ReadingAnd;Durand1982_Sumerienet;False
Charpin2010_ReadingAnd;Durand1984_Troisetude;False
Charpin2010_ReadingAnd;Durand1985_Lasituatio;False
Charpin2010_ReadingAnd;Durand1985_Lesdamesdu;False
Charpin2010_ReadingAnd;Durand1987_Documentsp;False
Charpin2010_ReadingAnd;Durand1988_Archivesep;False
Charpin2010_ReadingAnd;Durand1988_Lecturedun;False
Charpin2010_ReadingAnd;Durand1991_Precurseur;False
Charpin2010_ReadingAnd;Durand1992_Uniteetdiv;False
Charpin2010_ReadingAnd;Durand1997_Lesdocumen;False
Charpin2010_ReadingAnd;Durand1998_Lesdocumen;False
Charpin2010_ReadingAnd;Durand2000_Lesdocumen;False
Charpin2010_ReadingAnd;Durand2000_Assyriolog;False
Charpin2010_ReadingAnd;Durand2003_Laconscien;False
Charpin2010_ReadingAnd;Durand2006_Lalettrede;False
Charpin2010_ReadingAnd;Durand2008_Lareligion;False
Charpin2010_ReadingAnd;Durand1997_Lesrituels;False
Charpin2010_ReadingAnd;Unknown1985_Miscellane;False
Charpin2010_ReadingAnd;Edel1994_Dieagyptis;False
Charpin2010_ReadingAnd;Edel1997_DerVertrag;False
Charpin2010_ReadingAnd;Edzard1976_Keilschrif;False
Charpin2010_ReadingAnd;Edzard1997_Ledevelopp;False
Charpin2010_ReadingAnd;Adams1969_BedouinOnN;True
Charpin2010_ReadingAnd;Eidem2000_NorthernJe;False
Charpin2010_ReadingAnd;Eidem2002_TheClayThe;False
Charpin2010_ReadingAnd;Eidem2008_ApumAKingd;False
Charpin2010_ReadingAnd;Unknown1992_Nippuratth;False
Charpin2010_ReadingAnd;Tsouparopoulou0000_HiddenMess;True
Charpin2010_ReadingAnd;Elsen-Novak2006_DerKonigde;False
Charpin2010_ReadingAnd;Englund1998_Textsfromt;False
Charpin2010_ReadingAnd;Eph'al2006_Observatio;False
Charpin2010_ReadingAnd;Faivre1995_Lerecyclag;False
Charpin2010_ReadingAnd;Fales1986_AramaicEpi;False
Charpin2010_ReadingAnd;Fales1991_Narrativea;False
Charpin2010_ReadingAnd;Fales1999_AssyrianRo;False
Charpin2010_ReadingAnd;Fales2007_Multilingu;False
Charpin2010_ReadingAnd;Adams1969_BedouinOnN;True
Charpin2010_ReadingAnd;Figulla1953_AccountsCo;False
Charpin2010_ReadingAnd;Fincke2004_TheBabylon;True
Charpin2010_ReadingAnd;Fincke2006_Ominadiego;False
Charpin2010_ReadingAnd;Finet1969_Lessymbole;False
Charpin2010_ReadingAnd;Finkel1988_Adadaplaid;False
Charpin2010_ReadingAnd;Finkel2006_OnanIzbuVI;False
Charpin2010_ReadingAnd;Fleming2000_TimeatEmar;False
Charpin2010_ReadingAnd;Foster1986_Archivesan;False
Charpin2010_ReadingAnd;Foster1991_OnAuthorsh;False
Charpin2010_ReadingAnd;Foster1993_Lettersand;False
Charpin2010_ReadingAnd;Foster2003_LateBabylo;True
Charpin2010_ReadingAnd;Michalowski2012_LiteracySc;True
Charpin2010_ReadingAnd;Foster2005_Shuruppaka;False
Charpin2010_ReadingAnd;Foster2005_BeforetheM;False
Charpin2010_ReadingAnd;Foster2007_AkkadianLi;False
Charpin2010_ReadingAnd;Frahm1997_Einleitung;False
Charpin2010_ReadingAnd;Frahm0_Forthcomin;False
Charpin2010_ReadingAnd;Frake1983_DidLiterac;False
Charpin2010_ReadingAnd;Frame2005_TheRoyalLi;True
Charpin2010_ReadingAnd;Charpin2019_PriestsOfU;True
Charpin2010_ReadingAnd;Freedman1998_IfaCityIsS;False
Charpin2010_ReadingAnd;Freedman2006_IfaCityIsS;False
Charpin2010_ReadingAnd;Freedman2006_BM129092;False
Charpin2010_ReadingAnd;Friberg1987_Mathematik;False
Charpin2010_ReadingAnd;Fronzaroli2003_Testidican;False
Charpin2010_ReadingAnd;Galter1997_Assyrische;False
Charpin2010_ReadingAnd;Garfinkle2004_ShepherdsM;False
Charpin2010_ReadingAnd;Gasche2006_Lieudensei;False
Charpin2010_ReadingAnd;Unknown1994_Cinquanted;False
Charpin2010_ReadingAnd;Gavrilov1997_Techniques;False
Charpin2010_ReadingAnd;Gelb1977_Typologyof;False
Charpin2010_ReadingAnd;Gelb1991_EarliestLa;False
Charpin2010_ReadingAnd;Geller1997_TheLastWed;False
Charpin2010_ReadingAnd;Geller2005_RenalandRe;False
Charpin2010_ReadingAnd;George1986_Sennacheri;False
Charpin2010_ReadingAnd;George2003_TheBabylon;False
Charpin2010_ReadingAnd;George2003_ReviewofGe;False
Charpin2010_ReadingAnd;George2005_InSearchof;False
Charpin2010_ReadingAnd;George2007_TheEpicofG;False
Charpin2010_ReadingAnd;George2007_Gilgamesha;False
Charpin2010_ReadingAnd;George2007_TheGilgame;False
Charpin2010_ReadingAnd;Unknown2000_WisdomGods;False
Charpin2010_ReadingAnd;Gesche2001_Schulunter;False
Charpin2010_ReadingAnd;Unknown1977_SealsandSe;False
Charpin2010_ReadingAnd;Glassner2004_Mesopotami;False
Charpin2010_ReadingAnd;Godard1990_Lepouvoird;False
Charpin2010_ReadingAnd;Goddeeris2002_Economyand;False
Charpin2010_ReadingAnd;Goetze1947_OldBabylon;False
Charpin2010_ReadingAnd;Hasselbach-Andee2020_Multilingu;True
Charpin2010_ReadingAnd;Goossens1952_Introducti;False
Charpin2010_ReadingAnd;Grayson1980_Historiesa;False
Charpin2010_ReadingAnd;Grayson1987_AssyrianRu;False
Charpin2010_ReadingAnd;Grayson1991_AssyrianRu;False
Charpin2010_ReadingAnd;Grayson1996_AssyrianRu;False
Charpin2010_ReadingAnd;Grayson2000_Murmuringi;False
Charpin2010_ReadingAnd;Green1981_TheConstru;False
Charpin2010_ReadingAnd;Greengus1969_OldBabylon;False
Charpin2010_ReadingAnd;Guichard1994_Aupaysdela;False
Charpin2010_ReadingAnd;Guichard1997_Violationd;False
Charpin2010_ReadingAnd;Guichard1999_Lesmention;False
Charpin2010_ReadingAnd;Guichard2004_Lamaledict;False
Charpin2010_ReadingAnd;Unknown2006_IfaManBuil;False
Charpin2010_ReadingAnd;Gunbatti2001_TheRiverOr;False
Charpin2010_ReadingAnd;Gurney1989_Literaryan;False
Charpin2010_ReadingAnd;Hackl2007_Dersubordi;False
Charpin2010_ReadingAnd;Hagenbuchner1989_DieKorresp;False
Charpin2010_ReadingAnd;Hallo1977_SealsLosta;False
Charpin2010_ReadingAnd;Hallo2002_AModelCour;False
Charpin2010_ReadingAnd;Unknown2001_SealsandSe;False
Charpin2010_ReadingAnd;Harper1892_AssyrianAn;True
Charpin2010_ReadingAnd;Hattori2001_SealPracti;False
Charpin2010_ReadingAnd;Heesel2000_Babylonisc;False
Charpin2010_ReadingAnd;Heimpel2003_Letterstot;False
Charpin2010_ReadingAnd;Hilprecht1910_TheEarlies;False
Charpin2010_ReadingAnd;Horowitz2004_FromHazort;False
Charpin2010_ReadingAnd;Horsnell1999_TheYearNam;False
Charpin2010_ReadingAnd;Horsnell2004_OntheUseof;False
Charpin2010_ReadingAnd;Howard1955_TechnicalD;False
Charpin2010_ReadingAnd;Huber2001_Lacorrespo;False
Charpin2010_ReadingAnd;Hunger1968_Babylonisc;False
Charpin2010_ReadingAnd;Hunger1976_Spatbabylo;False
Charpin2010_ReadingAnd;Unknown1987_Larsa10eca;False
Charpin2010_ReadingAnd;Ichisar1981_Lesarchive;False
Charpin2010_ReadingAnd;Ikeda1999_ScribesinE;False
Charpin2010_ReadingAnd;Janssen1991_Samsuiluna;False
Charpin2010_ReadingAnd;Janssen1992_Inannamans;False
Charpin2010_ReadingAnd;Janssen1996_WhentheHou;False
Charpin2010_ReadingAnd;Jeyes1997_Assurbanip;False
Charpin2010_ReadingAnd;Joannes1984_Textesnos9;False
Charpin2010_ReadingAnd;Joannes1985_Nouveauxme;False
Charpin2010_ReadingAnd;Joannes1990_Lestablett;False
Charpin2010_ReadingAnd;Joannes1992_Lesarchive;False
Charpin2010_ReadingAnd;Joannes1994_Unprecurse;False
Charpin2010_ReadingAnd;Unknown1995_Lesphenome;False
Charpin2010_ReadingAnd;Joannes1997_Palmyreetl;False
Charpin2010_ReadingAnd;Unknown2000_Rendrelaju;False
Charpin2010_ReadingAnd;Jonker1995_TheTopogra;False
Charpin2010_ReadingAnd;Jursa1997_Einebemerk;False
Charpin2010_ReadingAnd;Jursa1999_DasArchivd;False
Charpin2010_ReadingAnd;Jursa2005_NeoBabylon;False
Charpin2010_ReadingAnd;Kataja1987_ANeoAssyri;False
Charpin2010_ReadingAnd;Kessler1980_Untersuchu;False
Charpin2010_ReadingAnd;Kestemont1974_Diplomatiq;False
Charpin2010_ReadingAnd;Kienast1996_Mundlichke;False
Charpin2010_ReadingAnd;Kienast1995_Diesumeris;False
Charpin2010_ReadingAnd;Kilmer1974_SymbolicGe;False
Charpin2010_ReadingAnd;King1914_Supplement;False
Charpin2010_ReadingAnd;Kitz2004_AnOathItsC;False
Charpin2010_ReadingAnd;Klein1986_OnWritingM;False
Charpin2010_ReadingAnd;Klein2000_TheOrigina;False
Charpin2010_ReadingAnd;Klein2007_ACollectio;False
Charpin2010_ReadingAnd;Klengel1968_Einealtbab;False
Charpin2010_ReadingAnd;Klengel1994_RichterSip;False
Charpin2010_ReadingAnd;Klinger2003_ZurPalaogr;False
Charpin2010_ReadingAnd;Koch2005_SecretsofE;False
Charpin2010_ReadingAnd;Koppen2002_Redeeminga;False
Charpin2010_ReadingAnd;Kraus1973_Vommesopot;False
Charpin2010_ReadingAnd;Kraus1985_Altbabylon;False
Charpin2010_ReadingAnd;Kraus1985_Einealtbab;False
Charpin2010_ReadingAnd;Krebernik2001_TallBiaTut;False
Charpin2010_ReadingAnd;Kryszat2008_TheUseofWr;False
Charpin2010_ReadingAnd;Labat1988_Manueldepi;False
Charpin2010_ReadingAnd;Lackenbacher1990_Lepalaissa;False
Charpin2010_ReadingAnd;Lackenbacher2002_Textesakka;False
Charpin2010_ReadingAnd;Lafont1990_Nouvellesl;False
Charpin2010_ReadingAnd;Lafont1992_Messagerse;False
Charpin2010_ReadingAnd;Lafont1997_Lefonction;False
Charpin2010_ReadingAnd;Lafont2000_Lestextesj;False
Charpin2010_ReadingAnd;Lafont2001_Relationsi;False
Charpin2010_ReadingAnd;Unknown1997_Jureretmau;False
Charpin2010_ReadingAnd;Lafont1999_Femmesdroi;False
Charpin2010_ReadingAnd;Lambert1957_AncestorsA;False
Charpin2010_ReadingAnd;Lambert1960_Babylonian;False
Charpin2010_ReadingAnd;Lambert1962_ACatalogue;True
Charpin2010_ReadingAnd;Lambert1967_Enmedurank;False
Charpin2010_ReadingAnd;Lambert1989_TheLawsofH;False
Charpin2010_ReadingAnd;Lambert1992_Catalogueo;False
Charpin2010_ReadingAnd;Lambert1999_LiteraryTe;False
Charpin2010_ReadingAnd;Lambert2007_Babylonian;False
Charpin2010_ReadingAnd;Lambert1968_SecondSupp;False
Charpin2010_ReadingAnd;Landsberger1937_DieSeriean;False
Charpin2010_ReadingAnd;Landsberger1960_ScribalCon;False
Charpin2010_ReadingAnd;Larsen1976_TheOldAssy;False
Charpin2010_ReadingAnd;Larsen1987_TheBabylon;False
Charpin2010_ReadingAnd;Larsen1988_TheRoleofW;False
Charpin2010_ReadingAnd;Larsen1989_WhatTheyWr;False
Charpin2010_ReadingAnd;Larsen1996_TheConques;False
Charpin2010_ReadingAnd;Leemans1960_ForeignTra;False
Charpin2010_ReadingAnd;Leemans1982_Lafonction;False
Charpin2010_ReadingAnd;Leemans1991_Textespale;False
Charpin2010_ReadingAnd;Leichty1970_TheOmenSer;False
Charpin2010_ReadingAnd;Unknown1988_AScientifi;False
Charpin2010_ReadingAnd;Unknown2007_TheBabylon;False
Charpin2010_ReadingAnd;Leiderer1990_Anatomiede;False
Charpin2010_ReadingAnd;Lemaire2001_Nouvellest;False
Charpin2010_ReadingAnd;Lenzi2008_Secrecyand;False
Charpin2010_ReadingAnd;Lieberman1990_Canonicala;False
Charpin2010_ReadingAnd;Lieberman1992_NippurCity;False
Charpin2010_ReadingAnd;Linssen2003_TheCultsof;False
Charpin2010_ReadingAnd;Lion2001_DameInanna;False
Charpin2010_ReadingAnd;Lion2001_Lesgouvern;False
Charpin2010_ReadingAnd;Lion2005_Quelqueste;False
Charpin2010_ReadingAnd;Liverani1973_Memorandum;False
Charpin2010_ReadingAnd;Liverani2001_Mesopotami;False
Charpin2010_ReadingAnd;Livingstone1999_TheMagicof;False
Charpin2010_ReadingAnd;Livingstone2007_Ashurbanip;False
Charpin2010_ReadingAnd;Loud1938_KhorsabadP;False
Charpin2010_ReadingAnd;Lucas1979_TheScribal;False
Charpin2010_ReadingAnd;Luckenbill1924_Inscriptio;False
Charpin2010_ReadingAnd;Ludwig1990_Untersuchu;False
Charpin2010_ReadingAnd;Luukko2007_TheAdminis;False
Charpin2010_ReadingAnd;Luukko2002_ThePolitic;False
Charpin2010_ReadingAnd;Machinist1993_HeavenlyWi;False
Charpin2010_ReadingAnd;Malbran-Labat1995_Lesinscrip;False
Charpin2010_ReadingAnd;Marazzi1994_MagliIttit;False
Charpin2010_ReadingAnd;Margueron1982_Recherches;False
Charpin2010_ReadingAnd;Margueron1986_Quelquesre;False
Charpin2010_ReadingAnd;Margueron1995_Notesdarch;False
Charpin2010_ReadingAnd;Unknown2000_Assyriolog;False
Charpin2010_ReadingAnd;Matthiae1986_TheArchive;False
Charpin2010_ReadingAnd;Matthiae2008_Gliarchivi;False
Charpin2010_ReadingAnd;Unknown1995_Nineveh612;False
Charpin2010_ReadingAnd;Maul1991_ReviewofGu;False
Charpin2010_ReadingAnd;Maul1994_DieKorresp;False
Charpin2010_ReadingAnd;Maul1994_Zukunftsbe;False
Charpin2010_ReadingAnd;Unknown1998_Festschrif;False
Charpin2010_ReadingAnd;Maul1999_HowtheBaby;False
Charpin2010_ReadingAnd;Maul2003_OminaundOr;False
Charpin2010_ReadingAnd;Maul2003_DieResteei;False
Charpin2010_ReadingAnd;Maul2003_WiedieBibl;False
Charpin2010_ReadingAnd;Maul2005_BilingualH;False
Charpin2010_ReadingAnd;Meijer2004_AScribalQu;False
