source_id;author;title;year;anchor_external;publication_place;publisher;pages;language;discipline;urn_cts;is_primary_text;has_translation;digital_source;notes;doi;pdf_path;has_pdf
Pucci2008_Functional;Pucci;Functional Analysis of Space in Syro-Hittite Architecture;2008;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Rahman2017_EmpiricalI;Rahman;Empirical Investigation of Trajectories and Desired Walking Velocity of Pedestrian Walking through Angled Corridor;2017;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Rahmstorf2018_OfMiddensa;Rahmstorf;Of Middens and Markets;2018;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Rapoport1982_TheMeaning;Rapoport;The Meaning of the Built Environment;1982;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Reba2016_Spatializi;Reba;Spatializing 6,000 Years of Global Urbanization;2016;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Rendu-Loisel2016_WhenGodsSp;Rendu-Loisel;When Gods Speak to Men;2016;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Rey2009_LePalaisNo;Rey;Le Palais Nord d’Ougarit;2009;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Ribichini1991_Problemidi;Ribichini;Problemi di onomastica ugaritica;1991;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Unknown2015_Mesopotami;Unknown;Mesopotamia and the Ancient World;2015;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Rutherford2019_GodsoftheM;Rutherford;Gods of the Market Place;2019;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Rykwert1976_TheIdeaofa;Rykwert;The Idea of a Town;1976;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Sala2015_EarlyandMi;Sala;Early and Middle Bronze Age Temples at Byblos;2015;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Sanders2009_TheInventi;Sanders;The Invention of Hebrew;2009;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Clay2014_TheHittite;Clay;The Hittite ‘Song of Emergence’ and the Theogony;2014;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Sbeinati2005_TheHistori;Sbeinati;The Historical Earthquakes of Syria: An Analysis of Large and Moderate Earthquakes from 1365 B.C. to 1900 A.D;2005;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Susnow2020_Houseofthe;Susnow;House of the Deity: A Perspective from the Bronze Age Southern Levant;2020;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Schachner2011_HattuschaA;Schachner;Hattuscha: Auf der Suche nach dem sagenhaften Großreich der Hethiter;2011;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Schaeffer1931_Lesfouille;Schaeffer;Les fouilles de Minet el-Beida et de Ras Shamra. Deuxième campagne (printemps 1930): Rapport sommaire;1931;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Schaeffer1933_Lesfouille;Schaeffer;Les fouilles de Minet-El-Beida et de Ras-Shamra. Quatrième campagne (printemps 1932): Rapport sommaire;1933;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Schaeffer1937_Lesfouille;Schaeffer;Les fouilles de Ras Shamra-Ugarit. Huitième campagne (printemps 1936): Rapport sommaire;1937;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Schaeffer1938_Lesfouille;Schaeffer;Les fouilles de Ras Shamra-Ugarit. Neuvième campagne (printemps 1937): Rapport sommaire;1938;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Schaeffer1949_UgariticaI;Schaeffer;Ugaritica II;1949;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Schaeffer1956_UgariticaI;Schaeffer;Ugaritica III;1956;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Schaeffer1962_UgariticaI;Schaeffer;Ugaritica IV;1962;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Schloen2001_TheHouseof;Schloen;The House of the Father as Fact and Symbol: Patrimonialism in Ugarit and the Ancient Near East;2001;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Goering2019_MovingandT;Goering;Moving and Thinking: Kinesthesis and Wisdom in the Book of Proverbs;2019;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Schwartz2013_MemoryandI;Schwartz;Memory and Its Demolition: Ancestors, Animals and Sacrifice at Umm el-Marra;2013;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Shedletsky1999_TheMSRofth;Shedletsky;The ‘MŠR’ of the Sons and Daughters of Ugarit (KTU2 1.40;1999;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Shepperson2009_Planningfo;Shepperson;Planning for the Sun: Urban Forms as a Mesopotamian Response to the Sun;2009;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Tamur2017_StyleEthni;Tamur;Style, Ethnicity and the Archaeology of the Aramaeans;2017;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Teba2016_AGraphicRe;Teba;A Graphic Reconstruction Methodology for the Conservation of Cultural Heritage;2016;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Turner1993_Collective;Turner;Collective Behavior;1993;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Turner2001_FromIsovis;Turner;From Isovists to Visibility Graphs;2001;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Gelder2020_Protestint;Gelder;Protest in the Piazza;2020;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Soldt2010_Landholder;Soldt;Landholders in Administrative Texts;2010;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Soldt2010_TheCityAdm;Soldt;The City Administration of Ugarit;2010;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Vidal2006_TheOrigins;Vidal;The Origins of the Last Ugaritic Dynasty;2006;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Vidal2014_OntheDemog;Vidal;On the Demography of Ugaritian Villages;2014;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Vieweger2012_DieKultaus;Vieweger;Die Kultausstattung ‘philistäischer’ Heiligtümer in Palästina;2012;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Whitelaw2004_Estimating;Whitelaw;Estimating the Population of Neopalatial Knossos;2004;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Unknown2012_Organizati;Unknown;Organization, Representation, and Symbols of Power in the Ancient Near East;2012;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Wirth1997_Kontinuita;Wirth;Kontinuität und Wandel der orientalischen Stadt;1997;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Wright2002_ATaleofThr;Wright;A Tale of Three Cities;2002;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Wyatt1998_ReligiousT;Wyatt;Religious Texts from Ugarit;1998;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Wyatt2005_TheReligio;Wyatt;The Religious Role of the King in Ugarit;2005;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Wyatt2017_NationalMe;Wyatt;National Memory, Seismic Activity at Ras Shamra and the Composition of the Baal Cycle;2017;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Wyatt2018_TheBaalauF;Wyatt;The Baʿal au Foudre Stela and Its Historical Context;2018;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Yasur-Landau2017_CeramicAss;Yasur-Landau;Ceramic Assemblages of MB and LB Palaces and Temples;2017;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Yener2017_CultandRit;Yener;Cult and Ritual at Late Bronze Age II Alalakh;2017;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Yon1991_Lesstelesd;Yon;Les stèles de pierre;1991;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Yon1992_UgaritTheU;Yon;Ugarit: The Urban Habitat;1992;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Yon1997_LhabitataO;Yon;L’habitat à Ougarit à la fin du Bronze Récent;1997;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Yoshinobu1970_ExteriorDe;Yoshinobu;Exterior Design in Architecture;1970;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Zaccagnini1977_PferdeundS;Zaccagnini;Pferde und Streitwagen in Nuzi;1977;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Zaccagnini1989_Markt;Zaccagnini;Markt;1989;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Zaccagnini2020_PompandCir;Zaccagnini;Pomp and Circumstance at Nuzi;2020;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Zamora2000_Lavidyelvi;Zamora;La vid y el vino en Ugarit;2000;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Zamora2003_Elanforaca;Zamora;El ‘ánfora cananea’;2003;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Zamora2004_Usodocumen;Zamora;Uso documental y funcionamiento administrativo en Ugarit;2004;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Zamora2005_LebrieteaO;Zamora;L’ébriété à Ougarit et la Bible;2005;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Zuckerman2007_Feastingin;Zuckerman;Feasting in Late Bronze Age Hazor;2007;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Zuckerman2010_TheCityIts;Zuckerman;The City, Its Gods Will Return There;2010;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Beaulieu2013_AspectsofA;Beaulieu;Aspects of Aramaic and Babylonian Linguistic Interaction in the First Millennium BC Iraq;2013;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Biggs1967_SemiticNam;Biggs;Semitic Names in the Fara Period;1967;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Crisostomo2015_LanguageWr;Crisostomo;Language, Writing, and Ideologies in Contact: Sumerian and Akkadian in the Early Second Millennium BCE;2015;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Ferguson1991_DiglossiaR;Ferguson;Diglossia Revisited;1991;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Fewster2002_Bilinguali;Fewster;Bilingualism in Roman Egypt;2002;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Fishman1967_Bilinguali;Fishman;"Bilingualism With and Without Diglossia; Diglossia With and Without Bilingualism";1967;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Folmer1995_TheAramaic;Folmer;The Aramaic Language in the Achaemenid Period: A Study in Linguistic Variation;1995;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Galter1995_CuneiformB;Galter;Cuneiform Bilingual Inscriptions;1995;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Gzella2015_ACulturalH;Gzella;A Cultural History of Aramaic: From the Beginnings to the Advent of Islam;2015;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Krebernik1998_DieTexteau;Krebernik;Die Texte aus Fāra und Tell Abū Ṣalābīḫ;1998;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Langslow2002_Approachin;Langslow;Approaching Bilingualism in Corpus Languages;2002;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Unknown2014_TheAramaea;Unknown;The Aramaeans in Ancient Syria;2014;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Paulston2000_LanguageRe;Paulston;Language Repertoire and Diglossia in First-Century Palestine: Some Comments;2000;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Pitard1994_Arameans;Pitard;Arameans;1994;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Porter2000_TheFunctio;Porter;The Functional Distribution of Koine Greek in First-Century Palestine;2000;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Rendsburg1990_Diglossiai;Rendsburg;Diglossia in Ancient Hebrew;1990;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Schendl2014_Multilingu;Schendl;Multilingualism, Code-Switching, and Language Contact in Historical Sociolinguistics;2014;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Smith2000_TheQuestio;Smith;The Question of Diglossia in Hebrew;2000;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Spolsky1991_Diglossiai;Spolsky;Diglossia in Hebrew in the Late Second Temple Period;1991;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Streck2011_Akkadianan;Streck;Akkadian and Aramaic Language Contact;2011;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Tadmor1987_TheAramaiz;Tadmor;The Aramaization of Assyria: Aspects of Western Impact;1987;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Taylor2002_Bilinguali;Taylor;Bilingualism and Diglossia in Late Antique Syria and Mesopotamia;2002;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Vanstiphout1999_TheTwinTon;Vanstiphout;The Twin Tongues: Theory, Technique, and Practice of Bilingualism in Ancient Mesopotamia;1999;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Versteegh2002_DeadorAliv;Versteegh;Dead or Alive? The Status of the Standard Language;2002;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Watt2000_TheCurrent;Watt;The Current Landscape of Diglossia Studies: The Diglossic Continuum in First-Century Palestine;2000;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Weinreich1968_Languagesi;Weinreich;Languages in Contact: Findings and Problems;1968;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Zolyomi2011_Akkadianan;Zólyomi;Akkadian and Sumerian Language Contact;2011;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Behrens1993_TemporalRe;Behrens;Temporal Reference in German Child Language;1993;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Birdsong1992_UltimateAt;Birdsong;Ultimate Attainment in Second Language Acquisition;1992;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Bowerman1991_Cognition;Bowerman;Cognition;1991;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Broeder1988_Processesi;Broeder;Processes in the Developing Lexicon;1988;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Chomsky1985_Knowledgeo;Chomsky;Knowledge of Language;1985;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Dietrich1994_Temporalit;Dietrich;Temporality in Second Language Acquisition;1994;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Unknown1984_FirstLangu;Unknown;First Language Acquisition;1984;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Unknown1975_Heidelberg;Unknown;Heidelberger Forschungsprojekt “Pidgin-Deutsch;1975;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Unknown1986_Crosslingu;Unknown;Crosslinguistic Influence in Second Language Acquisition;1986;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Klein1992_UtteranceS;Klein;Utterance Structure;1992;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Lamendella1977_GeneralPri;Lamendella;General Principles of Neurofunctional Organization and Their Manifestation in Primary and Non-Primary Language Acquisition;1977;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Lenneberg1967_Biological;Lenneberg;Biological Foundations of Language;1967;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Long1990_Maturation;Long;Maturational Constraints on Language Development;1990;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Neufeld1979_TowardsaTh;Neufeld;Towards a Theory of Language Learning Ability;1979;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Unknown1993_AdultSecon;Unknown;Adult Second Language Acquisition;1993;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Pulvermuller1993_Neurobiolo;Pulvermüller;Neurobiological Mechanisms of Language Acquisition;1993;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Roche1989_Xenolekte;Roche;Xenolekte;1989;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Schumann1978_ThePidgini;Schumann;The Pidginization Process;1978;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Unknown1986_TheCrossli;Unknown;The Crosslinguistic Study of Language Acquisition;1986;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Stutterheim1986_Temporalit;Stutterheim;Temporalität in der Zweitsprache;1986;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Weist1984_TenseandAs;Weist;Tense and Aspect;1984;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Unknown1992_Theoretica;Unknown;Theoretical Issues in Language Acquisition;1992;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Bongenaar1997_TheNeoBaby;Bongenaar;The Neo-Babylonian Ebabbar Temple at Sippar: Its Administration and Its Prosopography;1997;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Bongenaar2000_Interdepen;Bongenaar;Interdependency of Institutions and Private Entrepreneurs;2000;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Brown2000_Mesopotami;Brown;Mesopotamian Planetary Astronomy–Astrology;2000;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Dalley1998_TheLegacyo;Dalley;The Legacy of Mesopotamia;1998;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Dandamayev1992_WasEannaDe;Dandamayev;Was Eanna Destroyed by Darius I?;1992;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Dandamayev1993_Xerxesandt;Dandamayev;Xerxes and the Esagila Temple in Babylon;1993;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Dandamayev1995_AnUnidenti;Dandamayev;An Unidentified Document from Xerxes’ Reign and the Ebabbara Temple;1995;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Driel1998_TheCareoft;Driel;The Care of the Elderly: The Neo-Babylonian Period;1998;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Driel1994_Bookkeepin;Driel;Bookkeeping Practices for an Institutional Herd at Eanna;1994;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Frame1991_NabonidusN;Frame;Nabonidus, Nabû-šar-uṣur, and the Eanna Temple;1991;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Graziani1986_Itestimeso;Graziani;I testi mesopotamici datati al regno di Serse;1986;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Hunger1968_Assyrische;Hunger;Assyrische und babylonische Kolophone;1968;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Joannes1995_Lextinctio;Joannès;L’extinction des archives cunéiformes dans la seconde partie de l’époque perse;1995;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Jursa1995_DieLandwir;Jursa;Die Landwirtschaft in Sippar in neubabylonischer Zeit;1995;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Jursa1998_DerTempelz;Jursa;Der Tempelzehnt in Babylonien vom siebenten bis zum dritten Jahrhundert v;1998;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Jursa1999_DasArchivd;Jursa;Das Archiv des Bēl-rēmanni;1999;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Kuhrt1987_XerxesDest;Kuhrt;Xerxes’ Destruction of Babylonian Temples;1987;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Kuhrt1994_TheTransit;Kuhrt;The Transition from Achaemenid to Seleucid Rule in Babylonia: Revolution or Evolution?;1994;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
MacGinnis1991_NeoBabylon;MacGinnis;Neo-Babylonian Prebend Texts from the British Museum;1991;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
MacGinnis1994_TheRoyalEs;MacGinnis;The Royal Establishment in Sippar in the Sixth Century BC;1994;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
MacGinnis1995_LetterOrde;MacGinnis;Letter Orders from Sippar and the Administration of the Ebabbara in the Late Babylonian Period;1995;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
MacGinnis1996_Lettersfro;MacGinnis;Letters from the Neo-Babylonian Ebabbara;1996;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
MacGinnis1998_Orderingth;MacGinnis;Ordering the House of Šamaš: Management Texts from the Neo-Babylonian Ebabbara;1998;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
MacGinnis1999_Additional;MacGinnis;Additional Prebend Texts from the British Museum;1999;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Maul1999_Gottesdien;Maul;Gottesdienst im Sonnenheiligtum zu Sippar;1999;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Millard1964_AnotherBab;Millard;Another Babylonian Chronicle Text;1964;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Nemet-Nejat2000_AnAdminist;Nemet-Nejat;An Administrative Text about Writing Boards (557 B.C.E;2000;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Neve1991_DieAusgrab;Neve;Die Ausgrabungen in Boğazköy-Hattuša 1990;1991;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Oelsner1971_WarNippurS;Oelsner;War Nippur Sitz einer spätbabylonischen Astronomenschule?;1971;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Oelsner1986_Materialie;Oelsner;Materialien zur Gesellschaft und Kultur in hellenistischer Zeit;1986;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Oelsner1992_ReviewofCa;Oelsner;Review of Catalogue of the Babylonian Tablets in the British Museum;1992;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Oelsner1999_ReviewofMa;Oelsner;Review of MacGinnis, Letter Orders from Sippar;1999;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Parpola1983_AssyrianLi;Parpola;Assyrian Library Records;1983;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Payton1991_TheUluburu;Payton;The Uluburun Writing-Board Set;1991;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Radner1999_Einneuassy;Radner;Ein neuassyrisches Privatarchiv der Tempelgoldschmiede von Assur;1999;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Reade1986_RassamsBab;Reade;Rassam’s Babylonian Collections: The Excavations and the Archives;1986;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Sachs1988_Astronomic;Sachs;Astronomical Diaries and Related Texts from Babylonia I: Diaries from 652–262 BC;1988;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Stolper1989_Registrati;Stolper;Registration and Taxation of Slave Sales in Achaemenid Babylonia;1989;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Stolper1993_LateAchaem;Stolper;Late Achaemenid, Early Macedonian, and Early Seleucid Records of Sale, Deposits and Related Texts;1993;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Stolper1994_OnSomeAspe;Stolper;On Some Aspects of Continuity between Achaemenid and Hellenistic Babylonian Legal Texts;1994;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Stolper1998_ReviewofJu;Stolper;Review of Jursa, Die Landwirtschaft in Sippar in neubabylonischer Zeit;1998;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Spek1992_NippurSipp;Spek;Nippur, Sippar and Larsa in the Hellenistic Period;1992;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Warnock1991_TheWoodoft;Warnock;The Wood of the Uluburun Diptych;1991;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Weszeli1997_EseleienII;Weszeli;Eseleien II;1997;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Wiseman1995_Nebuchadre;Wiseman;Nebuchadrezzar and Babylon;1995;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Adams1972_TheUrukCou;Adams;The Uruk Countryside: The Natural Setting of Urban Societies;1972;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Algaze1983_PrivateHou;Algaze;Private Houses and Graves at Ingharra: A Reconsideration;1983;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Andrae1903_Ausgrabung;Andrae;Ausgrabungen in Fara und Abu Hatab;1903;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Charvat1979_EarlyUr;Charvát;Early Ur;1979;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Charvat1982_EarlyUrWar;Charvát;Early Ur? War Chiefs and Kings of Early Dynastic III;1982;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Charvat1986_TheNameAnz;Charvát;The Name Anzu-dŠulpae in the Texts from Fara;1986;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Charvat1988_Archaeolog;Charvát;Archaeology and Social History: The Susa Sealings, ca. 4000–2340 B.C;1988;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Curvers1990_Excavation;Curvers;Excavations at Tell al-Riqāʿī: A Small Rural Site of Early Urban Northern Mesopotamia;1990;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Delougaz1942_PreSargoni;Delougaz;Pre-Sargonid Temples in the Diyala Region;1942;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Diakonoff1963_TheCommune;Diakonoff;The Commune in the Ancient Near East as Treated in the Works of Soviet Researchers;1963;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Edzard1979_DieArchive;Edzard;Die Archive von Šuruppag (Fara): Umfang und Grenzen der Auswertbarkeit;1979;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Fiandra1975_Ancoraapro;Fiandra;Ancora a proposito delle cretule di Festòs;1975;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Foster1981_ANewLookat;Foster;A New Look at the Sumerian Temple State;1981;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Unknown1981_Preliminar;Unknown;Preliminary Report of Excavations at Gubba and Songor;1981;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Gelb1979_Householda;Gelb;Household and Family in Early Mesopotamia;1979;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Unknown1981_UchTepeITe;Unknown;Uch Tepe I: Tell Razuk, Tell Ahmed al-Mughir, Tell Ajamat;1981;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Hansen1973_AlHiba1970;Hansen;Al-Hiba, 1970–1971: A Preliminary Report;1973;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Heinrich1931_FaraErgebn;Heinrich;Fara: Ergebnisse der Ausgrabungen der Deutschen Orient-Gesellschaft in Fara und Abu Hatab 1902/03;1931;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Henrickson1981_NonReligio;Henrickson;Non-Religious Residential Settlement Patterning in the Late Early Dynastic of the Diyala Region;1981;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Jacobsen1957_EarlyPolit;Jacobsen;Early Political Development in Mesopotamia;1957;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Legrain1936_UrExcavati;Legrain;Ur Excavations III: Archaic Seal Impressions;1936;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Madhlum1960_TheExcavat;Madhlum;The Excavations at Tell al-Wilayah;1960;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Maekawa1973_TheDevelop;Maekawa;The Development of the É-MI in Lagash during Early Dynastic III;1973;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Margueron1982_Recherches;Margueron;Recherches sur les palais mésopotamiens de l’âge du bronze;1982;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Martin1975_TheTablets;Martin;The Tablets of Shuruppak;1975;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Martin1988_FaraARecon;Martin;Fara: A Reconstruction of the Ancient Mesopotamian City of Shuruppak;1988;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Matthews1989_ClaySealin;Matthews;Clay Sealings in Early Dynastic Mesopotamia: A Functional and Contextual Approach;1989;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Matthews1990_Excavation;Matthews;Excavations at Jemdet Nasr, 1989;1990;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Matthews0_AbuSalabik;Matthews;Abu Salabikh Ash Tip Sealings: Functional and Contextual Analyses;0000;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
