source_id;author;title;year;anchor_external;publication_place;publisher;pages;language;discipline;urn_cts;is_primary_text;has_translation;digital_source;notes;doi;pdf_path;has_pdf
Hoyrup1990_Algebraand;Høyrup;Algebra and Naive Geometry;1990;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Hoyrup1999_TheFinerSt;Høyrup;The Finer Structure of the Old Babylonian Mathematical Corpus;1999;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Hoyrup0_LengthsWid;Høyrup;Lengths, Widths, Surfaces: A Portrait of Old Babylonian Algebra and Its Kin;0000;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Kilmer1960_TwoNewList;Kilmer;Two New Lists of Key Numbers for Mathematical Operations;1960;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Kilmer1980_Leier;Kilmer;Leier;1980;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Kuklick1996_Puritansin;Kuklick;Puritans in Babylon: The Ancient Near East and American Intellectual Life, 1880–1930;1996;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Liverani1990_TheShapeof;Liverani;The Shape of Neo-Sumerian Fields;1990;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
McCown1967_NippurITem;McCown;Nippur I: Temple of Enlil, Scribal Quarter and Soundings;1967;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Muroi1988_Extraction;Muroi;Extraction of Cube Roots in Babylonian Mathematics;1988;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Myer1992_JosephAndr;Myer;Joseph Andrew Meyer, Jr.: Architect at Niffer;1992;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Neugebauer1935_Mathematis;Neugebauer;Mathematische Keilschrift-Texte I–III;1935;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Neugebauer1984_Mathematic;Neugebauer;Mathematical and Metrological Texts;1984;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Nissen1993_ArchaicBoo;Nissen;Archaic Bookkeeping;1993;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Peters1897_NippurorEx;Peters;Nippur, or Explorations and Adventures on the Euphrates;1897;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Powell1987_MasseundGe;Powell;Maße und Gewichte;1987;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Robson1998_Countingin;Robson;Counting in Cuneiform;1998;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Rochberg-Halton1983_StellarDis;Rochberg-Halton;Stellar Distances in Early Babylonian Astronomy;1983;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Sachs1947_Babylonian;Sachs;Babylonian Mathematical Texts I;1947;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Steele1951_Writingand;Steele;Writing and History: The New Tablets from Nippur;1951;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Westenholz1992_TheEarlyEx;Westenholz;The Early Excavators of Nippur;1992;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Ali1964_SumerianLe;Ali;Sumerian Letters: Two Collections from the Old Babylonian Schools;1964;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Black1998_TheElectro;Black;The Electronic Text Corpus of Sumerian Literature;1998;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Cavigneaux1999_AScholarsL;Cavigneaux;A Scholar’s Library in Meturan? With an Edition of the Tablet H 72 (Textes de Tell Haddad VII;1999;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Cavigneaux2000_Einaltbaby;Cavigneaux;Ein altbabylonischer Gilgameš-Text aus Nippur;2000;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Dekiere1994_Lagenealog;Dekiere;La généalogie d’Ur-Utu, gala-mah à Sippar-Amnanum;1994;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Gadd1966_Literaryan;Gadd;Literary and Religious Texts: Second Part;1966;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Gasche1998_DatingtheF;Gasche;Dating the Fall of Babylon: A Reappraisal of Second-Millennium Chronology;1998;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Gasche1991_Aproposdel;Gasche;À propos de la durée de vie d’une maison paléo-babylonienne en briques crues;1991;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Gibson2001_NippurBArc;Gibson;Nippur B. Archäologisch;2001;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Heimerdinger1979_SumerianLi;Heimerdinger;Sumerian Literary Fragments from Nippur. Occasional Publications of the Babylonian Fund 4;1979;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Janssen1991_eiltampata;Janssen;e’iltam patarum: awat hade!;1991;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Janssen1992_Inannamans;Janssen;Inanna-mansum et ses fils;1992;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Janssen1996_WhentheHou;Janssen;When the House Is on Fire and the Children Are Gone;1996;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Janssen1994_Duchantier;Janssen;Du chantier à la tablette;1994;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Postgate1990_Archaeolog;Postgate;Archaeology and the Texts—Bridging the Gap;1990;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Tanret1993_Ritualsand;Tanret;Rituals and Profits in the Ur-Utu Archive;1993;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Lerberghe1991_SipparAmna;Lerberghe;Sippar-Amnanum: The Ur-Utu Archive. Mesopotamian History and Environment, Series III, Texts 1;1991;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Veldhuis1997_ReviewofCa;Veldhuis;Review of Cavigneaux 1996;1997;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Walker1995_Mesopotami;Walker;Mesopotamian Chronology;1995;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Wilcke2000_Werlasunds;Wilcke;Wer las und schrieb in Babylonien und Assyrien;2000;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Unknown1991_PrincesPat;Unknown;Princes, Patronage, and the Nobility: The Court at the Beginning of the Modern Age;1991;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Unknown2001_TheProsopo;Unknown;The Prosopography of the Neo-Assyrian Empire;2001;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Unknown2005_Patronatea;Unknown;Patronate and Patronage in Early and Classical Islam;2005;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Bottero1992_Mesopotami;Bottéro;Mesopotamia: Writing, Reasoning, and the Gods;1992;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Brentjes2009_Patronageo;Brentjes;Patronage of the Mathematical Sciences in Islamic Societies;2009;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Unknown2001_ChangingIm;Unknown;Changing Images of Mathematics in History: From the French Revolution to the New Millennium;2001;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Fales1997_TheImpacto;Fales;The Impact of Oracular Materials on the Political Utterances and Political Actions of the Sargonid Dynasty;1997;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Fincke2004_TheBritish;Fincke;The British Museum’s Ashurbanipal Library Project;2004;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Hardwig1991_TheRoleofT;Hardwig;The Role of Trust in Knowledge;1991;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Heessel2000_Babylonisc;Heeßel;Babylonisch-assyrische Diagnostik. Alter Orient und Altes Testament 43;2000;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Hunger1992_Astrologic;Hunger;Astrological Reports to Assyrian Kings. State Archives of Assyria 8;1992;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Jean2006_Lamagieneo;Jean;La magie néo-assyrienne en contexte. State Archives of Assyria Studies 17;2006;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Jeyes1991_Divination;Jeyes;Divination as a Science in Ancient Mesopotamia;1991;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Jeyes1997_Assurbanip;Jeyes;Assurbanipal’s bārûtu;1997;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Koch-Westenholz1995_Mesopotami;Koch-Westenholz;Mesopotamian Astrology: An Introduction to Babylonian and Assyrian Celestial Divination;1995;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Koch-Westenholz2000_Babylonian;Koch-Westenholz;Babylonian Liver Omens;2000;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Koch2005_SecretsofE;Koch;Secrets of Extispicy;2005;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Lambert1997_QuestionsA;Lambert;Questions Addressed to the Babylonian Oracle: The tāmītu Texts;1997;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Lambert1998_TheQualifi;Lambert;The Qualifications of Babylonian Diviners;1998;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Lambert2007_Babylonian;Lambert;Babylonian Oracle Questions;2007;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Larsen1987_TheMesopot;Larsen;The Mesopotamian Lukewarm Mind;1987;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Leichty1970_TheOmenSer;Leichty;The Omen Series Šumma Izbu. Texts from Cuneiform Sources 4;1970;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Lipton1998_TheEpistem;Lipton;The Epistemology of Testimony;1998;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Lohnert2007_TheInstall;Löhnert;The Installation of Priests According to Neo-Assyrian Documents;2007;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Maul1994_Zukunftsbe;Maul;Zukunftsbewältigung. Baghdader Forschungen 18;1994;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Maul2003_OminaundOr;Maul;Omina und Orakel;2003;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Oppenheim1977_AncientMes;Oppenheim;Ancient Mesopotamia: Portrait of a Dead Civilization;1977;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Park1963_Divination;Park;Divination and Its Social Contexts;1963;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Parpola1970_Lettersfro;Parpola;Letters from Assyrian Scholars to the Kings Esarhaddon and Assurbanipal;1970;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Parpola1993_Lettersfro;Parpola;Letters from Assyrian and Babylonian Scholars;1993;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Pecirkova1985_Divination;Pečírková;Divination and Politics in the Late Assyrian Empire;1985;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Radner2007_Knowledgea;Radner;Knowledge and Power in the Neo-Assyrian Empire;2007;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Robson2008_Mesopotami;Robson;Mesopotamian Medicine and Religion;2008;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Rochberg2004_TheHeavenl;Rochberg;The Heavenly Writing;2004;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Shapin1982_HistoryofS;Shapin;History of Science and Its Sociological Reconstruction;1982;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Shapin1989_TheInvisib;Shapin;The Invisible Technician;1989;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Shapin1994_ASocialHis;Shapin;A Social History of Truth;1994;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Starr1990_Queriestot;Starr;Queries to the Sungod. State Archives of Assyria 4;1990;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Starr1992_Chapters1a;Starr;Chapters 1 and 2 of the bārûtu;1992;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Steinkeller2005_OfStarsand;Steinkeller;Of Stars and Men;2005;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Traweek1988_Beamtimesa;Traweek;Beamtimes and Lifetimes;1988;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Veldhuis1995_OnInterpre;Veldhuis;On Interpreting Mesopotamian Namburbi Rituals;1995;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Unknown1989_Patronagei;Unknown;Patronage in Ancient Society;1989;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Westbrook2005_Patronagei;Westbrook;Patronage in the Ancient Near East;2005;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Adams1993_ANewModelf;Adams;A New Model for the Study of the Book;1993;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Unknown1987_Excavation;Unknown;Excavations in Iraq, 1985–86;1987;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Beaulieu2006_TheAstrono;Beaulieu;The Astronomers of the Esagil Temple in the Fourth Century BC;2006;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Black2009_TheLibrari;Black;The Libraries of Kalḫu;2009;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Britton1993_Scientific;Britton;Scientific Astronomy in Pre-Seleucid Babylon;1993;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Cavigneaux1981_Textesscol;Cavigneaux;Textes scolaires du temple de Nabû ša ḫarê. Texts from Babylon 1;1981;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Darnton1982_WhatIstheH;Darnton;What Is the History of Books?;1982;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Darnton2007_WhatIstheH;Darnton;‘What Is the History of Books?’ Revisited;2007;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Dijk1980_Texteausde;Dijk;Texte aus dem Rēš-Heiligtum in Uruk-Warka;1980;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Edzard1997_GudeaandHi;Edzard;Gudea and His Dynasty;1997;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Fahdil1998_DerPrologd;Fahdil;Der Prolog des Kodex Hammurabi in einer Abschrift aus Sippar;1998;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Fahdil2008_TheCulticL;Fahdil;The Cultic Lament ‘a gal-gal buru14 su-su’ in a Manuscript from the Sippar Library;2008;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Frahm2004_RoyalHerme;Frahm;Royal Hermeneutics: Observations on the Commentaries from Assurbanipal’s Libraries at Nineveh;2004;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Frayne1997_UrIIIPerio;Frayne;Ur III Period (2112–2004 BC;1997;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Freedman2006_IfaCityIsS;Freedman;If a City Is Set on a Height: The Akkadian Omen Series Šumma ālu ina mēlê šakin;2006;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
George1986_TheTopogra;George;The Topography of Babylon Reconsidered;1986;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Gesche2001_Schulunter;Gesche;Schulunterricht in Babylonien im ersten Jahrtausend v;2001;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Gurney1997_ScribesatH;Gurney;Scribes at Ḫuzirina;1997;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Gurney1957_TheSultant;Gurney;The Sultantepe Tablets;1957;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Gurney1964_TheSultant;Gurney;The Sultantepe Tablets;1964;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Heessel2008_Astrologic;Heeßel;Astrological Medicine in Babylonia;2008;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Houston2009_Papyrologi;Houston;Papyrological Evidence for Book Collections and Libraries in the Roman Empire;2009;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Hunger1976_Spatbabylo;Hunger;Spätbabylonische Texte aus Uruk;1976;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Hunger2001_Astronomic;Hunger;Astronomical Diaries and Related Texts from Babylonia;2001;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Ismail1999_Tabletfrom;Ismail;Tablet from the Sippar Library: Dating for Two Sumerian Kings;1999;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Latour1987_ScienceinA;Latour;Science in Action;1987;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Livingstone2003_PuttingSci;Livingstone;Putting Science in Its Place;2003;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Lloyd1953_Sultantepe;Lloyd;Sultantepe: Anglo-Turkish Joint Excavations, 1952;1953;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Maul2003_WiedieBibl;Maul;Wie die Bibliothek eines assyrischen Gelehrten wiederersteht;2003;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Maul2010_DieTontafe;Maul;Die Tontafelbibliothek aus dem sogenannten ‘Haus des Beschwörungspriesters.’;2010;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Michalowski1995_SailingtoB;Michalowski;Sailing to Babylon, Reading the Dark Side of the Moon;1995;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Oppenheim1960_Assyriolog;Oppenheim;Assyriology: Why and How?;1960;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Pedersen1985_Archivesan;Pedersen;Archives and Libraries in the City of Assur;1985;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Robson2007_GenderedLi;Robson;Gendered Literacy and Numeracy in the Sumerian Literary Corpus;2007;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Robson2007_Secretsdef;Robson;Secrets de famille;2007;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Robson2009_ReviewofLa;Robson;Review of Lambert, Babylonian Oracle Questions;2009;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Rochberg1984_Canonicity;Rochberg;Canonicity in Cuneiform Texts;1984;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Rochberg1998_Babylonian;Rochberg;Babylonian Horoscopes;1998;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Scurlock2005_Sorceryint;Scurlock;Sorcery in the Stars;2005;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Soldt1995_SolarOmens;Soldt;Solar Omens of Enūma Anu Enlil;1995;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Stevens2009_Secretsint;Stevens;Secrets in the Library;2009;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Strassmaier1889_Inschrifte;Strassmaier;Inschriften von Nabuchodonosor;1889;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Thureau-Dangin1922_Tablettesd;Thureau-Dangin;Tablettes d’Uruk. Textes Cunéiformes du Louvre 6;1922;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Veldhuis1998_TINTIRBaby;Veldhuis;TIN.TIR = Babylon;1998;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Weiher1982_Spatbabylo;Weiher;Spätbabylonische Texte aus Uruk;1982;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Weiher1988_Spatbabylo;Weiher;Spätbabylonische Texte aus Uruk;1988;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Weiher1993_Spatbabylo;Weiher;Spätbabylonische Texte aus dem Planquadrat U 18;1993;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Weiher1998_Spatbabylo;Weiher;Spätbabylonische Texte aus dem Planquadrat U 18;1998;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Wiseman1996_LiteraryTe;Wiseman;Literary Texts from the Temple of Nabû. Cuneiform Texts from Nimrud 4;1996;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Anbar1975_Textesdele;Anbar;Textes de l’époque babylonienne ancienne;1975;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Graef2002_AnAccounto;Graef;An Account of the Redistribution of Land to Soldiers in Late Old Babylonian Sippar Amnānum;2002;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Edzard1971_Altbabylon;Edzard;Altbabylonische Rechts- und Wirtschaftsurkunden aus Tell ed-Dēr bei Sippar (BAW Abhandlungen NF 72;1971;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Klengel1994_RichterSip;Klengel;Richter Sippars in der Zeit des Ammisaduqa: ein neuer Text;1994;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Lion2001_DameInanna;Lion;Dame Inanna-ama-mu, scribe à Sippar;2001;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Dekiere1994_OldBabylon;Dekiére;Old Babylonian Real Estate Documents from Sippar in the British Museum;1994;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Gasche1993_Outilsbibl;Gasche;Outils bibliographiques;1993;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Tanret2001_AsYearsWen;Tanret;As Years Went By in Sippar-Amnānum;2001;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Tanret2004_Verbavolan;Tanret;Verba volant, scripta non manent. Tablettes nomades dans les archives des gala.mab à Sippar-Amnānum;2004;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Tanret2004_Puzzlingwi;Tanret;Puzzling with Numbers. The Late Old Babylonian si.bi Clause;2004;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Tanret1993_Priestsand;Tanret;Priests and Profits;1993;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Yoffee1977_TheEconomi;Yoffee;The Economic Role of the Crown in the Old Babylonian Period (Bibliotheca Mesopotamica 5;1977;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Barberon2005_Quandlamer;Barberon;Quand la mère est une religieuse;2005;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Bourdieu1970_Lareproduc;Bourdieu;La reproduction: éléments pour une théorie du système d’enseignement;1970;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Charpin1988_Sippardeux;Charpin;Sippar: deux villes jumelles;1988;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Meyer1982_Deuxpriere;Meyer;Deux prières ikribu du temps d’Ammi-ṣaduqa;1982;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Meyer1989_LedieuNins;Meyer;Le dieu Ninsianna ou l’art de transposer les logogrammes;1989;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Meyer1989_Unelettred;Meyer;Une lettre d’Ur-Utu Galamah à une divinité;1989;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Janssen1991_Eiltampata;Janssen;E’iltam paṭārum: awāt hadê!” In Mésopotamie et Elam: Actes de la XXXVIe Rencontre Assyriologique Internationale, Gand, 10–14 juillet 1989 (Mesopotamian History and Environment;1991;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Janssen1993_Debrievenv;Janssen;De brieven van het Ur-Utu archief [The Letters from the Ur-Utu Archive;1993;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Civil1975_Lexicograp;Civil;Lexicography;1975;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Gadd1963_UrExcavati;Gadd;Ur Excavations Texts;1963;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Ghirshman1965_Suseautemp;Ghirshman;Suse au temps des sukkalmah. Campagne des fouilles 1963–1964: Rapport préliminaire;1965;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Hilprecht1903_Exploratio;Hilprecht;Exploration in Bible Lands during the Nineteenth Century;1903;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Michalowski1995_SumerianLi;Michalowski;Sumerian Literature: An Overview;1995;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Robson1995_ReviewofNe;Robson;Review of Nemet-Nejat, Cuneiform Mathematical Texts;1995;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Tinney1995_OnthePoetr;Tinney;On the Poetry for King Ishme-Dagan;1995;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Vanstiphout1978_LipitEshta;Vanstiphout;Lipit-Eshtar’s Praise in the Edubba;1978;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Ambos2004_Mesopotami;Ambos;Mesopotamische Baurituale aus dem 1. Jahrtausend v;2004;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Banks1912_Bismyaorth;Banks;Bismya or the Lost City of Adab;1912;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Beaulieu1994_Antiquaria;Beaulieu;Antiquarianism and the Concern for the Past in the Neo-Babylonian Period;1994;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Sarzec1884_Decouverte;Sarzec;Découvertes en Chaldée;1884;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Dunham1986_SumerianWo;Dunham;Sumerian Words for Foundation;1986;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Foucault1969_Larcheolog;Foucault;L’archéologie du savoir;1969;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Frayne2008_Presargoni;Frayne;Presargonic Period (2700–2350 BC;2008;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Haines1956_WhereaGodd;Haines;Where a Goddess of Love and War Was Worshipped 4000 Years Ago;1956;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Haines1958_FurtherExc;Haines;Further Excavations at the Temple of Inanna;1958;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Hallo1962_TheRoyalIn;Hallo;The Royal Inscriptions of Ur: A Typology;1962;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Hansen1970_AlHiba1968;Hansen;Al-Hiba, 1968–1969, a Preliminary Report;1970;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Hansen1992_RoyalBuild;Hansen;Royal Building Activity at Sumerian Lagash in the Early Dynastic Period;1992;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Hilgert2010_TextAnthro;Hilgert;‘Text-Anthropologie’: Die Erforschung von Materialität und Präsenz des Geschriebenen als hermeneutische Strategie;2010;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Mecquenem1911_Constructi;Mecquenem;Constructions élamites du Tell de l’Acropole de Suse;1911;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Muscarella1988_BronzeandI;Muscarella;Bronze and Iron: Ancient Near Eastern Artifacts in the Metropolitan Museum of Art;1988;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Parrot1948_TelloVingt;Parrot;Tello: Vingt campagnes de fouilles (1877–1933;1948;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Pearce2010_Materialso;Pearce;Materials of Writing and Materiality of Knowledge;2010;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Porter1993_ImagesPowe;Porter;Images, Power, and Politics: Figurative Aspects of Esarhaddon’s Babylonian Policy;1993;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Rashid1983_Grundungsf;Rashid;Gründungsfiguren im Iraq. Prähistorische Bronzefunde 1/2. Munich;1983;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Schaudig2003_Nabonidder;Schaudig;Nabonid, der ‘Archäologe auf dem Königsthron.’;2003;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Suter2000_GudeasTemp;Suter;Gudea’s Temple Building: The Representation of an Early Mesopotamian Ruler in Text and Image;2000;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Thomason2005_LuxuryandL;Thomason;Luxury and Legitimation: Royal Collecting in Ancient Mesopotamia;2005;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Weisberg1998_TheAntiqua;Weisberg;The ‘Antiquarian’ Interests of the Neo-Babylonian Kings;1998;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Wengrow2005_Violencein;Wengrow;Violence into Order: Materiality and Sacred Power in Ancient Iraq;2005;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Wilson2012_BismayaRec;Wilson;Bismaya: Recovering the Lost City of Adab;2012;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
Winter2000_Babylonian;Winter;Babylonian Archaeologists of the(ir) Mesopotamian Past;2000;external;;;;;;;No;No;;auto-extracted from references;;;FALSE
