source_id;urn_cts;is_primary_text;has_pdf;anchor_external;pdf_path;digital_source;author;language;has_translation;pages;title;publisher;publication_place;source_book;notes;source_type;year;doi;discipline;txt_path
Arnaud1985_Textessume;;No;FALSE;external;;;Arnaud;;No;;Textes sumériens et accadiens, Recherches au pays d’Aštata EMAR VI.1–3;;;;auto-extracted from references;;1985;;;
Arnaud1987_Textesdela;;No;FALSE;external;;;Arnaud;;No;;Textes de la bibliothèque: transcriptions et traductions;;;;auto-extracted from references;;1987;;;
Arnaud1996_Leditionou;;No;FALSE;external;;;Arnaud;;No;;L’édition ougaritaine de la série astrologique « Éclipses du dieu-Soleil »”;;;;auto-extracted from references;;1996;;;
Arnaud2007_Corpusdest;;No;FALSE;external;;;Arnaud;;No;;Corpus des textes de bibliothèque de Ras Shamra-Ougarit en sumérien, babylonien et assyrien;;;;auto-extracted from references;;2007;;;
Beckman2001_SargonandN;;No;FALSE;external;;;Beckman;;No;;Sargon and Naram-Sin in Hatti: Reflections of Mesopotamian Antiquity among the Hittites”;;;;auto-extracted from references;;2001;;;
Beckman2003_Gilgameshi;;No;FALSE;external;;;Beckman;;No;;Gilgamesh in Hatti”;;;;auto-extracted from references;;2003;;;
Cohen2007_AkkadianOm;;No;FALSE;external;;;Cohen;;No;;Akkadian Omens from Hattuša and Emar: The šumma immeru and šumma ālu Omens”;;;;auto-extracted from references;;2007;;;
Cunningham2007_ACatalogue;;No;FALSE;external;;;Cunningham;;No;;A Catalogue of Sumerian”;;;;auto-extracted from references;;2007;;;
George2003_TheBabylon;;No;FALSE;external;;;George;;No;;The Babylonian Gilgamesh Epic;;;;auto-extracted from references;;2003;;;
Fleming2000_TimeatEmar;;No;FALSE;external;;;Fleming;;No;;Time at Emar. The Cultic Calendar and the Rituals from the Diviner’s House;;;;auto-extracted from references;;2000;;;
Klinger1998_Werlehrted;;No;FALSE;external;;;Klinger;;No;;‘Wer lehrte die Hethiter das Schreiben?’ Zur Paläographie früher Texte in akkadischer Sprache aus Boğazköy”;;;;auto-extracted from references;;1998;;;
Klinger2003_ZurPalaogr;;No;FALSE;external;;;Klinger;;No;;Zur Paläographie akkadischsprachiger Texte aus Hattuša”;;;;auto-extracted from references;;2003;;;
Klinger2005_Diehethiti;;No;FALSE;external;;;Klinger;;No;;Die hethitische Rezeption mesopotamischer Literatur und die Überlieferung des Gilgameš-Epos in Hattuša”;;;;auto-extracted from references;;2005;;;
Kraus1964_Briefschre;;No;FALSE;external;;;Kraus;;No;;Briefschreibübungen im altbabylonischen Schulunterricht”;;;;auto-extracted from references;;1964;;;
Lorenz2010_Uberlegung;;No;FALSE;external;;;Lorenz;;No;;Überlegungen zur Verwendung mythologischer Texte bei den Hethitern”;;;;auto-extracted from references;;2010;;;
Riemschneider2004_Dieakkadis;;No;FALSE;external;;;Riemschneider;;No;;Die akkadischen und hethitischen Omentexte aus Boğazköy, Dresdner Beiträge zur Hethitologie 12;;;;auto-extracted from references;;2004;;;
Torri2008_TheScribes;;No;FALSE;external;;;Torri;;No;;The Scribes of the House on the Slope”;;;;auto-extracted from references;;2008;;;
Hout2002_AnotherVie;;No;FALSE;external;;;Hout;;No;;Another View of Hittite Literature”;;;;auto-extracted from references;;2002;;;
Hout2005_OntheNatur;;No;FALSE;external;;;Hout;;No;;On the Nature of the Tablet Collections of Hattuša”;;;;auto-extracted from references;;2005;;;
Hout2006_Institutio;;No;FALSE;external;;;Hout;;No;;Institutions, Vernaculars, Publics: The Case of Second-Millennium Anatolia”;;;;auto-extracted from references;;2006;;;
Hout2009_Reflection;;No;FALSE;external;;;Hout;;No;;Reflections on the Origins and Development of the Hittite Tablet Collections in Hattuša”;;;;auto-extracted from references;;2009;;;
Hout2009_ACenturyof;;No;FALSE;external;;;Hout;;No;;A Century of Hittite Text Dating and the Origins of the Hittite Cuneiform Script”;;;;auto-extracted from references;;2009;;;
Soldt1995_TheAkkadia;;No;FALSE;external;;;Soldt;;No;;The Akkadian of Ugarit: Lexicographical Aspects”;;;;auto-extracted from references;;1995;;;
Vanstiphout1995_OntheOldBa;;No;FALSE;external;;;Vanstiphout;;No;;On the Old Babylonian Eduba Curriculum”;;;;auto-extracted from references;;1995;;;
Yamada2006_TheHittite;;No;FALSE;external;;;Yamada;;No;;The Hittite Administration in Emar: The Aspect of Direct Control”;;;;auto-extracted from references;;2006;;;
Waetzold1989_DerSchreib;;No;FALSE;external;;;Waetzold;;No;;Der Schreiber als Lehrer in Mesopotamien”;;;;auto-extracted from references;;1989;;;
Wilhelm1992_ZurBabylon;;No;FALSE;external;;;Wilhelm;;No;;Zur Babylonisch-Assyrischen Schultradition in Hattuša”;;;;auto-extracted from references;;1992;;;
Annus2002_TheGodNinu;;No;FALSE;external;;;Annus;;No;;The God Ninurta in the Mythology and Royal Ideology of Ancient Mesopotamia;;;;auto-extracted from references;;2002;;;
Borger1956_DieInschri;;No;FALSE;external;;;Borger;;No;;Die Inschriften Asarhaddons, Königs von Assyrien;;;;auto-extracted from references;;1956;;;
Borger1969_Bemerkunge;;No;FALSE;external;;;Borger;;No;;Bemerkungen zu den akkadischen Kolophonen;;;;auto-extracted from references;;1969;;;
Brinkman1986_Documentar;;No;FALSE;external;;;Brinkman;;No;;Documentary evidence for the economic base of early Neo-Babylonian society: A survey of dated Babylonian economic texts, 721–626 B.C;;;;auto-extracted from references;;1986;;;
Dijk1989_Einspatalt;;No;FALSE;external;;;Dijk;;No;;Ein spätaltbabylonischer Katalog einer Sammlung sumerischer Briefe;;;;auto-extracted from references;;1989;;;
Ebeling1949_Neubabylon;;No;FALSE;external;;;Ebeling;;No;;Neubabylonische Briefe. Abhandlungen der Bayerischen Akademie der Wissenschaften;;;;auto-extracted from references;;1949;;;
Frahm0_InpressHea;;No;FALSE;external;;;Frahm;;No;;In press. Headhunter, Bücherdiebe und wandernde Gelehrte: Anmerkungen zum altorientalischen Wissenstransfer im ersten Jahrtausend v;;;;auto-extracted from references;;0000;;;
George1986_Sennacheri;;No;FALSE;external;;;George;;No;;Sennacherib and the Tablet of Destinies;;;;auto-extracted from references;;1986;;;
George1997_Assyriaand;;No;FALSE;external;;;George;;No;;Assyria and the western world;;;;auto-extracted from references;;1997;;;
Howard1955_Technicald;;No;FALSE;external;;;Howard;;No;;Technical description of the ivory writing-boards from Nimrud;;;;auto-extracted from references;;1955;;;
Hunger1968_Babylonisc;;No;FALSE;external;;;Hunger;;No;;Babylonische und assyrische Kolophone;;;;auto-extracted from references;;1968;;;
Lambert1957_Ancestorsa;;No;FALSE;external;;;Lambert;;No;;Ancestors, authors and canonicity;;;;auto-extracted from references;;1957;;;
Lambert1976_ALateAssyr;;No;FALSE;external;;;Lambert;;No;;A Late Assyrian catalogue of literary and scholarly texts;;;;auto-extracted from references;;1976;;;
Lambert1989_ThelawsofH;;No;FALSE;external;;;Lambert;;No;;The laws of Hammurabi in the first millennium;;;;auto-extracted from references;;1989;;;
Lambert1992_Addendaetc;;No;FALSE;external;;;Lambert;;No;;Addenda et corrigenda to Catalogue of the Cuneiform Tablets of the Kouyunjik Collection;;;;auto-extracted from references;;1992;;;
Lieberman1990_Canonicala;;No;FALSE;external;;;Lieberman;;No;;Canonical and official cuneiform texts: Towards an understanding of Assurbanipal's personal tablet collection;;;;auto-extracted from references;;1990;;;
Mallowan1954_Theexcavat;;No;FALSE;external;;;Mallowan;;No;;The excavations at Nimrud (Kalhu;;;;auto-extracted from references;;1954;;;
Maxwell-Hyslop1983_Dalbergias;;No;FALSE;external;;;Maxwell-Hyslop;;No;;Dalbergia sissoo Roxburgh;;;;auto-extracted from references;;1983;;;
Mayer1992_EinHymnusa;;No;FALSE;external;;;Mayer;;No;;Ein Hymnus auf Ninurta als Helfer in der Not;;;;auto-extracted from references;;1992;;;
Nemet-Nejat2000_Anadminist;;No;FALSE;external;;;Nemet-Nejat;;No;;An administrative text about writing boards (557 B.C.E;;;;auto-extracted from references;;2000;;;
Neugebauer1955_Astronomic;;No;FALSE;external;;;Neugebauer;;No;;Astronomical Cuneiform Tablets;;;;auto-extracted from references;;1955;;;
Parpola1972_AletterofS;;No;FALSE;external;;;Parpola;;No;;A letter of Šamaš-šumu-ukīn to Esarhaddon;;;;auto-extracted from references;;1972;;;
Parpola1983_Assyrianli;;No;FALSE;external;;;Parpola;;No;;Assyrian library records;;;;auto-extracted from references;;1983;;;
Postgate1992_Treesandti;;No;FALSE;external;;;Postgate;;No;;Trees and timber in the Assyrian texts;;;;auto-extracted from references;;1992;;;
Schaudig2001_DieInschri;;No;FALSE;external;;;Schaudig;;No;;Die Inschriften Nabonids von Babylon und Kyros’ des Großen;;;;auto-extracted from references;;2001;;;
Streck1995_ZahlundZei;;No;FALSE;external;;;Streck;;No;;Zahl und Zeit;;;;auto-extracted from references;;1995;;;
Tallqvist1938_Akkadische;;No;FALSE;external;;;Tallqvist;;No;;Akkadische Götterepitheta;;;;auto-extracted from references;;1938;;;
Villard1997_Leducation;;No;FALSE;external;;;Villard;;No;;L’éducation d’Assurbanipal;;;;auto-extracted from references;;1997;;;
Villard1998_KisirAssur;;No;FALSE;external;;;Villard;;No;;Kisir-Aššur et la bibliothèque de Ninive. Nouvelles assyriologiques brèves et utilitaires;;;;auto-extracted from references;;1998;;;
Warnock1991_Thewoodoft;;No;FALSE;external;;;Warnock;;No;;The wood of the Uluburun diptych;;;;auto-extracted from references;;1991;;;
Weidner1941_Dieastrolo;;No;FALSE;external;;;Weidner;;No;;Die astrologische Serie Enūma Anu Enlil;;;;auto-extracted from references;;1941;;;
Wiseman1955_Assyrianwr;;No;FALSE;external;;;Wiseman;;No;;Assyrian writing-boards;;;;auto-extracted from references;;1955;;;
Woodington1982_AGrammarof;;No;FALSE;external;;;Woodington;;No;;A Grammar of the Neo-Babylonian Letters of the Kuyunjik Collection;;;;auto-extracted from references;;1982;;;
Wunsch2000_DasEgibiAr;;No;FALSE;external;;;Wunsch;;No;;Das Egibi-Archiv;;;;auto-extracted from references;;2000;;;
Wunsch2003_Urkundenzu;;No;FALSE;external;;;Wunsch;;No;;Urkunden zum Ehe-, Vermögens- und Erbrecht aus verschiedenen neubabylonischen Archiven;;;;auto-extracted from references;;2003;;;
Attinger1993_Elementsde;;No;FALSE;external;;;Attinger;;No;;Éléments de linguistique sumérienne: La construction de du /e/di « dire »;;;;auto-extracted from references;;1993;;;
Attinger2005_AproposdeA;;No;FALSE;external;;;Attinger;;No;;À propos de AK « faire »;;;;auto-extracted from references;;2005;;;
Civil1964_AHymntothe;;No;FALSE;external;;;Civil;;No;;A Hymn to the Beer Goddess and a Drinking Song;;;;auto-extracted from references;;1964;;;
Civil1987_FeedingDum;;No;FALSE;external;;;Civil;;No;;Feeding Dumuzi’s Sheep: The Lexicon as a Source of Literary Inspiration;;;;auto-extracted from references;;1987;;;
Civil1998_BilingualT;;No;FALSE;external;;;Civil;;No;;Bilingual Teaching;;;;auto-extracted from references;;1998;;;
Civil2006_TheSongoft;;No;FALSE;external;;;Civil;;No;;The Song of the Millstone;;;;auto-extracted from references;;2006;;;
Delnero2010_SumerianLi;;No;FALSE;external;;;Delnero;;No;;Sumerian Literary Catalogs and the Scribal Curriculum;;;;auto-extracted from references;;2010;;;
George1993_NinurtaPaq;;No;FALSE;external;;;George;;No;;Ninurta-Pāqidāt’s Dog Bite, and Notes on Other Comic Tales;;;;auto-extracted from references;;1993;;;
Gibson1998_NippurBArc;;No;FALSE;external;;;Gibson;;No;;Nippur, B. Archäologisch;;;;auto-extracted from references;;1998;;;
Jagersma2010_ADescripti;;No;FALSE;external;;;Jagersma;;No;;A Descriptive Grammar of Sumerian;;;;auto-extracted from references;;2010;;;
Kleinerman2011_Educationi;;No;FALSE;external;;;Kleinerman;;No;;Education in Early 2nd Millennium BC Babylonia;;;;auto-extracted from references;;2011;;;
Krebernik1998_Ninlil;;No;FALSE;external;;;Krebernik;;No;;Ninlil;;;;auto-extracted from references;;1998;;;
Michalowski1998_Literature;;No;FALSE;external;;;Michalowski;;No;;Literature as a Source of Lexical Inspiration;;;;auto-extracted from references;;1998;;;
Michalowski1998_Nisaba;;No;FALSE;external;;;Michalowski;;No;;Nisaba;;;;auto-extracted from references;;1998;;;
Rubio2004_EarlySumer;;No;FALSE;external;;;Rubio;;No;;Early Sumerian Literature: Enumerating the Whole;;;;auto-extracted from references;;2004;;;
Sallaberger1993_Derkultisc;;No;FALSE;external;;;Sallaberger;;No;;Der kultische Kalender der Ur III-Zeit;;;;auto-extracted from references;;1993;;;
Sjoberg1972_ACommemora;;No;FALSE;external;;;Sjöberg;;No;;A Commemorative Inscription of King Šūsîn;;;;auto-extracted from references;;1972;;;
Sladek1974_InannasDes;;No;FALSE;external;;;Sladek;;No;;Inanna’s Descent to the Netherworld;;;;auto-extracted from references;;1974;;;
Snell1982_Ledgersand;;No;FALSE;external;;;Snell;;No;;Ledgers and Prices: Early Mesopotamian Merchant Accounts;;;;auto-extracted from references;;1982;;;
Steinkeller1989_SaleDocume;;No;FALSE;external;;;Steinkeller;;No;;Sale Documents of the Ur III Period;;;;auto-extracted from references;;1989;;;
Stol1979_OnTreesMou;;No;FALSE;external;;;Stol;;No;;On Trees, Mountains, and Millstones in the Ancient Near East;;;;auto-extracted from references;;1979;;;
Vanstiphout1997_SchoolDial;;No;FALSE;external;;;Vanstiphout;;No;;School Dialogues;;;;auto-extracted from references;;1997;;;
Volk1995_InannaundS;;No;FALSE;external;;;Volk;;No;;Inanna und Šukaletuda;;;;auto-extracted from references;;1995;;;
Wilcke1969_DasLugalba;;No;FALSE;external;;;Wilcke;;No;;Das Lugalbandaepos;;;;auto-extracted from references;;1969;;;
Arnaud2003_Prolegomen;;No;FALSE;external;;;Arnaud;;No;;Prolégomènes à la rédaction d’une histoire d’Ougarit III. Ougarit et Tukulti-Ninurta;;;;auto-extracted from references;;2003;;;
Beckman1996_HittiteDip;;No;FALSE;external;;;Beckman;;No;;Hittite Diplomatic Texts;;;;auto-extracted from references;;1996;;;
Bell2012_TheMerchan;;No;FALSE;external;;;Bell;;No;;The Merchants of Ugarit: Oligarchs of the Late Bronze Age Trade in Metals?;;;;auto-extracted from references;;2012;;;
Bhabha2006_TheLocatio;;No;FALSE;external;;;Bhabha;;No;;The Location of Culture;;;;auto-extracted from references;;2006;;;
Castle1992_Shippingan;;No;FALSE;external;;;Castle;;No;;Shipping and Trade in Ramesside Egypt;;;;auto-extracted from references;;1992;;;
Cohen2004_KidinGulaT;;No;FALSE;external;;;Cohen;;No;;Kidin-Gula: The Foreign Teacher at the Emar Scribal School;;;;auto-extracted from references;;2004;;;
Cohen2013_Wisdomfrom;;No;FALSE;external;;;Cohen;;No;;Wisdom from the Late Bronze Age;;;;auto-extracted from references;;2013;;;
Cohen2017_AnAssyrian;;No;FALSE;external;;;Cohen;;No;;An Assyrian Teacher at Ugarit? A New Reading of the Colophon of Šima Milka;;;;auto-extracted from references;;2017;;;
Cohen2006_ALateSynch;;No;FALSE;external;;;Cohen;;No;;A Late Synchronism between Ugarit and Emar;;;;auto-extracted from references;;2006;;;
Courtois1990_Yabninuetl;;No;FALSE;external;;;Courtois;;No;;Yabninu et le palais sud d’Ougarit;;;;auto-extracted from references;;1990;;;
Delnero2015_Introducti;;No;FALSE;external;;;Delnero;;No;;Introduction: Reassembling the Social from Texts and Contexts;;;;auto-extracted from references;;2015;;;
Fenollos1994_Elcomercio;;No;FALSE;external;;;Fenollós;;No;;El comercio del estaño en el Próximo Oriente Antiguo;;;;auto-extracted from references;;1994;;;
Freu2006_Histoirepo;;No;FALSE;external;;;Freu;;No;;Histoire politique du royaume d’Ugarit;;;;auto-extracted from references;;2006;;;
Kessler2014_NeueTontaf;;No;FALSE;external;;;Kessler;;No;;Neue Tontafelfunde aus dem mitannizeitlichen Taidu – Ein Vorbericht;;;;auto-extracted from references;;2014;;;
Lackenbacher1991_Lettresetf;;No;FALSE;external;;;Lackenbacher;;No;;Lettres et fragments;;;;auto-extracted from references;;1991;;;
Lion2015_Remarquess;;No;FALSE;external;;;Lion;;No;;Remarques sur les tablettes scolaires de Nuzi;;;;auto-extracted from references;;2015;;;
Liverani1990_Relaciones;;No;FALSE;external;;;Liverani;;No;;Relaciones internacionales en el Próximo Oriente antiguo, 1600–1100 a.C;;;;auto-extracted from references;;1990;;;
Liverani2017_AssiriaLap;;No;FALSE;external;;;Liverani;;No;;Assiria: La preistoria dell’imperialismo;;;;auto-extracted from references;;2017;;;
Malbran-Labat2007_UrtenuUrTe;;No;FALSE;external;;;Malbran-Labat;;No;;Urtenu – Ur Teššub;;;;auto-extracted from references;;2007;;;
Rowe2006_TheRoyalDe;;No;FALSE;external;;;Rowe;;No;;The Royal Deeds of Ugarit;;;;auto-extracted from references;;2006;;;
Matoian2013_Lamaisondi;;No;FALSE;external;;;Matoïan;;No;;La maison dite ‘de Rashap’abu’;;;;auto-extracted from references;;2013;;;
McGeough2015_WhatIsNoti;;No;FALSE;external;;;McGeough;;No;;‘What Is Not in My House You Must Give Me.’;;;;auto-extracted from references;;2015;;;
Mountfort2009_ScalesofFa;;No;FALSE;external;;;Mountfort;;No;;Scales of Fate;;;;auto-extracted from references;;2009;;;
Moran1992_TheAmarnaL;;No;FALSE;external;;;Moran;;No;;The Amarna Letters;;;;auto-extracted from references;;1992;;;
Niedorf2008_Diemittelb;;No;FALSE;external;;;Niedorf;;No;;Die mittelbabylonischen Rechtsurkunden aus Alalah;;;;auto-extracted from references;;2008;;;
Pongratz-Leisten2015_Religionan;;No;FALSE;external;;;Pongratz-Leisten;;No;;Religion and Ideology in Assyria;;;;auto-extracted from references;;2015;;;
Pruzsinszky2015_EmarsRolei;;No;FALSE;external;;;Pruzsinszky;;No;;Emar’s Role in Transregional Trade;;;;auto-extracted from references;;2015;;;
Ragioneri2000_TheAmarnaA;;No;FALSE;external;;;Ragioneri;;No;;The Amarna Age;;;;auto-extracted from references;;2000;;;
Roche-Hawley2013_ScribesHou;;No;FALSE;external;;;Roche-Hawley;;No;;Scribes, Houses and Neighbourhoods at Ugarit;;;;auto-extracted from references;;2013;;;
Roche-Hawley2013_AnEssayonS;;No;FALSE;external;;;Roche-Hawley;;No;;An Essay on Scribal Families;;;;auto-extracted from references;;2013;;;
Roche-Hawley2016_TheScribal;;No;FALSE;external;;;Roche-Hawley;;No;;The Scribal Culture at Ugarit;;;;auto-extracted from references;;2016;;;
Schortman1998_CultureCon;;No;FALSE;external;;;Schortman;;No;;Culture Contact: Structure and Process;;;;auto-extracted from references;;1998;;;
Solans2015_Lospoderes;;No;FALSE;external;;;Solans;;No;;Los poderes colectivos en la Siria del Bronce Final;;;;auto-extracted from references;;2015;;;
Stein2002_FromPassiv;;No;FALSE;external;;;Stein;;No;;From Passive Periphery to Active Agents;;;;auto-extracted from references;;2002;;;
Mieroop2007_TheEastern;;No;FALSE;external;;;Mieroop;;No;;The Eastern Mediterranean in the Age of Ramesses II;;;;auto-extracted from references;;2007;;;
Mieroop2013_RecentTren;;No;FALSE;external;;;Mieroop;;No;;Recent Trends in the Study of Ancient Near Eastern History;;;;auto-extracted from references;;2013;;;
Mieroop2016_Philosophy;;No;FALSE;external;;;Mieroop;;No;;Philosophy before the Greeks;;;;auto-extracted from references;;2016;;;
Mieroop2016_ABabylonia;;No;FALSE;external;;;Mieroop;;No;;A Babylonian Cosmopolis;;;;auto-extracted from references;;2016;;;
Soldt1999_TheSyllabi;;No;FALSE;external;;;Soldt;;No;;The Syllabic Akkadian Texts;;;;auto-extracted from references;;1999;;;
Soldt2000_PrivateArc;;No;FALSE;external;;;Soldt;;No;;Private Archives at Ugarit;;;;auto-extracted from references;;2000;;;
Soldt2001_NahisSalmu;;No;FALSE;external;;;Soldt;;No;;Nahiš-Šalmu;;;;auto-extracted from references;;2001;;;
Soldt2012_ThePalaeog;;No;FALSE;external;;;Soldt;;No;;The Palaeography of Two Ugaritic Archives;;;;auto-extracted from references;;2012;;;
Soldt2015_CraftsandC;;No;FALSE;external;;;Soldt;;No;;Crafts and Craftsmen at Ugarit;;;;auto-extracted from references;;2015;;;
Veldhuis2012_Domesticiz;;No;FALSE;external;;;Veldhuis;;No;;Domesticizing Babylonian Scribal Culture in Assyria;;;;auto-extracted from references;;2012;;;
Veldhuis2014_Intellectu;;No;FALSE;external;;;Veldhuis;;No;;Intellectual History and Assyriology;;;;auto-extracted from references;;2014;;;
Vermaak2009_Relationsb;;No;FALSE;external;;;Vermaak;;No;;Relations between Babylonia and the Levant during the Kassite Period;;;;auto-extracted from references;;2009;;;
Viano2016_TheRecepti;;No;FALSE;external;;;Viano;;No;;The Reception of Sumerian Literature in the Western Periphery;;;;auto-extracted from references;;2016;;;
Welsch1999_Transcultu;;No;FALSE;external;;;Welsch;;No;;Transculturality;;;;auto-extracted from references;;1999;;;
Wiggermann2008_ABabylonia;;No;FALSE;external;;;Wiggermann;;No;;A Babylonian Scholar in Assur;;;;auto-extracted from references;;2008;;;
Zaccagnini1983_Patternsof;;No;FALSE;external;;;Zaccagnini;;No;;Patterns of Mobility among Ancient Near Eastern Craftsmen;;;;auto-extracted from references;;1983;;;
Yon1997_LacitedOug;;No;FALSE;external;;;Yon;;No;;La cité d’Ougarit sur le Tell de Ras Shamra;;;;auto-extracted from references;;1997;;;
Alster1992_Interactio;;No;FALSE;external;;;Alster;;No;;Interaction of Oral and Written Poetry in Early Mesopotamian Literature;;;;auto-extracted from references;;1992;;;
Black1992_SomeStruct;;No;FALSE;external;;;Black;;No;;Some Structural Features of Sumerian Narrative Poetry;;;;auto-extracted from references;;1992;;;
Cavigneaux1982_Schultexte;;No;FALSE;external;;;Cavigneaux;;No;;Schultexte aus Warka;;;;auto-extracted from references;;1982;;;
Civil1979_EaAnaquAaA;;No;FALSE;external;;;Civil;;No;;Ea A = nâqu, Aa A = nâqu, with Their Forerunners and Related Texts;;;;auto-extracted from references;;1979;;;
Civil1992_Educationi;;No;FALSE;external;;;Civil;;No;;Education in Mesopotamia;;;;auto-extracted from references;;1992;;;
Cooper1973_Sumerianan;;No;FALSE;external;;;Cooper;;No;;Sumerian and Akkadian in Sumer and Akkad;;;;auto-extracted from references;;1973;;;
George1991_Babylonian;;No;FALSE;external;;;George;;No;;Babylonian Texts from the Folios of Sidney Smith, Part Two: Prognostic and Diagnostic Omens;;;;auto-extracted from references;;1991;;;
George1993_Ninurtapaq;;No;FALSE;external;;;George;;No;;Ninurta-pāqidāt’s Dog Bite, and Notes on Other Comic Tales;;;;auto-extracted from references;;1993;;;
Jacobsen1953_ReviewofUr;;No;FALSE;external;;;Jacobsen;;No;;Review of Ur Excavations Texts III, by L;;;;auto-extracted from references;;1953;;;
Klein1981_TheRoyalHy;;No;FALSE;external;;;Klein;;No;;The Royal Hymns of Shulgi King of Ur: Man’s Quest for Immortal Fame;;;;auto-extracted from references;;1981;;;
Klein1981_ThreeSulgi;;No;FALSE;external;;;Klein;;No;;Three Šulgi Hymns;;;;auto-extracted from references;;1981;;;
Kraus1973_Vommesopot;;No;FALSE;external;;;Kraus;;No;;Vom mesopotamischen Menschen der altbabylonischen Zeit und seiner Welt;;;;auto-extracted from references;;1973;;;
Lambert1957_AncestorsA;;No;FALSE;external;;;Lambert;;No;;Ancestors, Authors and Canonicity;;;;auto-extracted from references;;1957;;;
Landsberger1958_ScribalCon;;No;FALSE;external;;;Landsberger;;No;;Scribal Concepts of Education;;;;auto-extracted from references;;1958;;;
Ludwig1990_Untersuchu;;No;FALSE;external;;;Ludwig;;No;;Untersuchungen zu den Hymnen des Išme-Dagan von Isin;;;;auto-extracted from references;;1990;;;
Nissen1993_TheEducati;;No;FALSE;external;;;Nissen;;No;;The Education and Profession of the Scribe;;;;auto-extracted from references;;1993;;;
Oelsner1982_Spatachame;;No;FALSE;external;;;Oelsner;;No;;Spätachämenidische Texte aus Nippur;;;;auto-extracted from references;;1982;;;
Sjoberg1993_CBS11319An;;No;FALSE;external;;;Sjöberg;;No;;CBS 11319+: An Old Babylonian Schooltext from Nippur;;;;auto-extracted from references;;1993;;;
Tanret1981_Lapprentis;;No;FALSE;external;;;Tanret;;No;;L’apprentissage de l’écriture à Sippar Amnanum à la fin de la période paléo-babylonienne;;;;auto-extracted from references;;1981;;;
Tanret1982_Lestablett;;No;FALSE;external;;;Tanret;;No;;Les tablettes ‘scolaires’ découvertes à Tell ed-Dēr;;;;auto-extracted from references;;1982;;;
Volk1996_Methodenal;;No;FALSE;external;;;Volk;;No;;Methoden altmesopotamischer Erziehung nach Quellen der altbabylonischen Zeit;;;;auto-extracted from references;;1996;;;
Waetzoldt1986_Keilschrif;;No;FALSE;external;;;Waetzoldt;;No;;Keilschrift und Schulen in Mesopotamien und Ebla;;;;auto-extracted from references;;1986;;;
Waetzoldt1989_DerSchreib;;No;FALSE;external;;;Waetzoldt;;No;;Der Schreiber als Lehrer in Mesopotamien;;;;auto-extracted from references;;1989;;;
Wilcke1987_DieInschri;;No;FALSE;external;;;Wilcke;;No;;Die Inschriftenfunde der 7. und 8. Kampagnen (1983–1984;;;;auto-extracted from references;;1987;;;
Adamwhite2001_LateHittit;;No;FALSE;external;;;Adamwhite;;No;;Late Hittite Emar: The Chronology, Synchronisms, and Socio-Political Aspects of a Late Bronze Age Fortress Town;;;;auto-extracted from references;;2001;;;
Al-Maqdissi2010_Rapportpre;;No;FALSE;external;;;Al-Maqdissi;;No;;Rapport préliminaire sur les activités de la mission syro-française de Ras Shamra-Ougarit en 2007 et 2008 (67e et 68e campagnes;;;;auto-extracted from references;;2010;;;
Al-Maqdissi2008_Laceramiqu;;No;FALSE;external;;;Al-Maqdissi;;No;;La céramique découverte par C. Schaeffer dans le Palais royal d’Ougarit: remarques générales;;;;auto-extracted from references;;2008;;;
Alster1976_TheInstruc;;No;FALSE;external;;;Alster;;No;;The Instructions of Šuruppak;;;;auto-extracted from references;;1976;;;
Arnaud1986_EmarRecher;;No;FALSE;external;;;Arnaud;;No;;Emar: Recherches au pays d’Aštata. Textes sumériens et accadiens 6;;;;auto-extracted from references;;1986;;;
Bachvarova2016_FromHittit;;No;FALSE;external;;;Bachvarova;;No;;From Hittite to Homer: The Anatolian Background of Ancient Greek Epic;;;;auto-extracted from references;;2016;;;
Barsacchi2019_Consideraz;;No;FALSE;external;;;Barsacchi;;No;;Considerazioni sui culti ittiti connessi al ciclo lunare;;;;auto-extracted from references;;2019;;;
Barsacchi2019_Distributi;;No;FALSE;external;;;Barsacchi;;No;;Distribution and Consumption of Food in Hittite Festivals: The Social and Economic Role of Religious Commensality as Reflected by Hittite Sources;;;;auto-extracted from references;;2019;;;
Belnap2008_FilletsofF;;No;FALSE;external;;;Belnap;;No;;Fillets of Fatling and Goblets of Gold: The Use of Meal Events in the Ritual Imagery in the Ugaritic Mythological and Epic Texts;;;;auto-extracted from references;;2008;;;
Benedikt1979_ToTakeHold;;No;FALSE;external;;;Benedikt;;No;;To Take Hold of Space: Isovists and Isovist Fields;;;;auto-extracted from references;;1979;;;
Besnier2009_Gossipandt;;No;FALSE;external;;;Besnier;;No;;Gossip and the Everyday Production of Politics;;;;auto-extracted from references;;2009;;;
Black2006_Literature;;No;FALSE;external;;;Black;;No;;Literature of Ancient Sumer;;;;auto-extracted from references;;2006;;;
Bonfil2007_ThePalaceo;;No;FALSE;external;;;Bonfil;;No;;The Palace of the Upper City of Hazor as an Expression of a Syrian Architectural Paradigm;;;;auto-extracted from references;;2007;;;
Boyes2019_Negotiatin;;No;FALSE;external;;;Boyes;;No;;Negotiating Imperialism and Resistance in Late Bronze Age Ugarit: The Rise of Alphabetic Cuneiform;;;;auto-extracted from references;;2019;;;
Branting2007_UsinganUrb;;No;FALSE;external;;;Branting;;No;;Using an Urban Street Network and a PGIS-T Approach to Analyze Ancient Movement;;;;auto-extracted from references;;2007;;;
