source_id;urn_cts;is_primary_text;has_pdf;anchor_external;pdf_path;digital_source;author;language;has_translation;pages;title;publisher;publication_place;source_book;notes;source_type;year;doi;discipline;txt_path
Renger1971_Uberlegung;;No;FALSE;external;;;Renger;;No;;Überlegungen zum akkadischen Syllabar;;;;auto-extracted from references;;1971;;;
Richardson2006_gir2gennaa;;No;FALSE;external;;;Richardson;;No;;gir2-gen-na and Šulgi’s ‘Library.’;;;;auto-extracted from references;;2006;;;
Richter2005_Qatnainthe;;No;FALSE;external;;;Richter;;No;;Qatna in the Late Bronze Age;;;;auto-extracted from references;;2005;;;
Unknown1987_LanguageLi;;No;FALSE;external;;;Unknown;;No;;Language, Literature and History: Studies Presented to Erica Reiner;;;;auto-extracted from references;;1987;;;
Robson2004_TheHeavenl;;No;FALSE;external;;;Robson;;No;;The Heavenly Writing;;;;auto-extracted from references;;2004;;;
Robson2006_OldBabylon;;No;FALSE;external;;;Robson;;No;;Old Babylonian Celestial Divination;;;;auto-extracted from references;;2006;;;
Rubio2000_OntheOrtho;;No;FALSE;external;;;Rubio;;No;;On the Orthography of Sumerian Literary Texts from the Ur III Period;;;;auto-extracted from references;;2000;;;
Russell1999_TheWriting;;No;FALSE;external;;;Russell;;No;;The Writing on the Wall;;;;auto-extracted from references;;1999;;;
Ruster1972_Hethitisch;;No;FALSE;external;;;Rüster;;No;;Hethitische Keilschrift-Paläographie;;;;auto-extracted from references;;1972;;;
Ruster1975_Hethitisch;;No;FALSE;external;;;Rüster;;No;;Hethitische Keilschrift-Paläographie II;;;;auto-extracted from references;;1975;;;
Sachs1976_TheLatestD;;No;FALSE;external;;;Sachs;;No;;The Latest Datable Cuneiform Tablets;;;;auto-extracted from references;;1976;;;
Sallaberger1996_ZueinigenJ;;No;FALSE;external;;;Sallaberger;;No;;Zu einigen Jahresdaten Enlil-banis von Isin;;;;auto-extracted from references;;1996;;;
Sallaberger1999_Wenndumein;;No;FALSE;external;;;Sallaberger;;No;;Wenn du mein Bruder bist ...: Interaktion und Textgestaltung in altbabylonischen Alltagsbriefen;;;;auto-extracted from references;;1999;;;
Sallaberger2001_DieEntwick;;No;FALSE;external;;;Sallaberger;;No;;Die Entwicklung der Keilschrift in Ebla;;;;auto-extracted from references;;2001;;;
Sallaberger2004_DasEndedes;;No;FALSE;external;;;Sallaberger;;No;;Das Ende des Sumerischen: Tod und Nachleben einer altmesopotamischen Sprache;;;;auto-extracted from references;;2004;;;
Sallaberger2008_DasGilgame;;No;FALSE;external;;;Sallaberger;;No;;Das Gilgamesch-Epos: Mythos, Werk und Tradition;;;;auto-extracted from references;;2008;;;
Unknown2003_LiteraturP;;No;FALSE;external;;;Unknown;;No;;Literatur, Politik und Recht in Mesopotamien: Festschrift für Claus Wilcke;;;;auto-extracted from references;;2003;;;
Salvini1994_Unalettera;;No;FALSE;external;;;Salvini;;No;;Una lettera di Ḫattušili I relativa alla spedizione contro Hahhum;;;;auto-extracted from references;;1994;;;
Unknown1961_Lhistoiree;;No;FALSE;external;;;Unknown;;No;;L’histoire et ses méthodes;;;;auto-extracted from references;;1961;;;
Unknown2006_MarginsofW;;No;FALSE;external;;;Unknown;;No;;Margins of Writing, Origins of Culture: New Approaches to Writing and Reading in the Ancient Near East;;;;auto-extracted from references;;2006;;;
Nicolo1922_DieSchluss;;No;FALSE;external;;;Nicolò;;No;;Die Schlussklauseln der altbabylonischen Kauf- und Tauschverträge;;;;auto-extracted from references;;1922;;;
Sasson1981_OnIdrimian;;No;FALSE;external;;;Sasson;;No;;On Idrimi and Sarruwa, the Scribe;;;;auto-extracted from references;;1981;;;
Sasson1988_ShunuhraHa;;No;FALSE;external;;;Sasson;;No;;Shunuhra-Ḫalu;;;;auto-extracted from references;;1988;;;
Sasson1995_Waterbenea;;No;FALSE;external;;;Sasson;;No;;Water beneath Straw: Adventures of a Prophetic Phrase in the Mari Archives;;;;auto-extracted from references;;1995;;;
Sasson1997_TheVowofMu;;No;FALSE;external;;;Sasson;;No;;The Vow of Mutiya, King of Shekhna;;;;auto-extracted from references;;1997;;;
Sasson1998_TheKingand;;No;FALSE;external;;;Sasson;;No;;The King and I: A Mari King in Changing Perception;;;;auto-extracted from references;;1998;;;
Sasson2002_TheBurdeno;;No;FALSE;external;;;Sasson;;No;;The Burden of Scribes;;;;auto-extracted from references;;2002;;;
Unknown1995_Civilizati;;No;FALSE;external;;;Unknown;;No;;Civilizations of the Ancient Near East;;;;auto-extracted from references;;1995;;;
Schaudig2002_DieInschri;;No;FALSE;external;;;Schaudig;;No;;Die Inschriften Nabonids von Babylon und Kyros’ des Großen;;;;auto-extracted from references;;2002;;;
Scheil1937_Auserviced;;No;FALSE;external;;;Scheil;;No;;Au service de Clio: Notices diverses;;;;auto-extracted from references;;1937;;;
Seidl2007_Assurbanip;;No;FALSE;external;;;Seidl;;No;;Assurbanipals Griffel;;;;auto-extracted from references;;2007;;;
Unknown2003_Festschrif;;No;FALSE;external;;;Unknown;;No;;Festschrift für Burkhart Kienast zum 70;;;;auto-extracted from references;;2003;;;
Seminara2004_Leiscrizio;;No;FALSE;external;;;Seminara;;No;;Le iscrizioni reali sumero-accadiche d’età paleobabilonese;;;;auto-extracted from references;;2004;;;
Seux1976_Hymnesetpr;;No;FALSE;external;;;Seux;;No;;Hymnes et prières aux dieux de Babylonie et d’Assyrie;;;;auto-extracted from references;;1976;;;
Shaffer2000_ANewLookat;;No;FALSE;external;;;Shaffer;;No;;A New Look at Some Old Catalogues;;;;auto-extracted from references;;2000;;;
Sigrist1984_Lessattukk;;No;FALSE;external;;;Sigrist;;No;;Les šattukku dans l’Ešumeša durant la période d’Isin et Larsa;;;;auto-extracted from references;;1984;;;
Singer2003_TheGreatSc;;No;FALSE;external;;;Singer;;No;;The Great Scribe Taki-Šarruma;;;;auto-extracted from references;;2003;;;
Sjoberg1972_InPraiseof;;No;FALSE;external;;;Sjöberg;;No;;In Praise of the Scribal Art;;;;auto-extracted from references;;1972;;;
Sjoberg1973_DerVaterun;;No;FALSE;external;;;Sjöberg;;No;;Der Vater und sein missratener Sohn;;;;auto-extracted from references;;1973;;;
Skaist1990_TheSaleCon;;No;FALSE;external;;;Skaist;;No;;The Sale Contracts from Khafajah;;;;auto-extracted from references;;1990;;;
Slanski2003_TheBabylon;;No;FALSE;external;;;Slanski;;No;;The Babylonian Entitlement narû (Kudurrus;;;;auto-extracted from references;;2003;;;
Slanski2003_Representa;;No;FALSE;external;;;Slanski;;No;;Representation of the Divine on the Babylonian Entitlement Monuments;;;;auto-extracted from references;;2003;;;
Smith1876_TheChaldea;;No;FALSE;external;;;Smith;;No;;The Chaldean Account of Genesis;;;;auto-extracted from references;;1876;;;
Sollberger1966_Businessan;;No;FALSE;external;;;Sollberger;;No;;Business and Administrative Correspondence under the Kings of Ur;;;;auto-extracted from references;;1966;;;
Sollberger1968_TheCrucifo;;No;FALSE;external;;;Sollberger;;No;;The Cruciform Monument;;;;auto-extracted from references;;1968;;;
Sollberger1971_Inscriptio;;No;FALSE;external;;;Sollberger;;No;;Inscriptions royales sumériennes et akkadiennes;;;;auto-extracted from references;;1971;;;
Spada2007_Testiecono;;No;FALSE;external;;;Spada;;No;;Testi economici da Ur di periodo paleo-babilonese;;;;auto-extracted from references;;2007;;;
Spycket1981_Lastatuair;;No;FALSE;external;;;Spycket;;No;;La statuaire du Proche-Orient ancien;;;;auto-extracted from references;;1981;;;
Steinkeller2003_ArchivalPr;;No;FALSE;external;;;Steinkeller;;No;;Archival Practices at Babylonia in the Third Millennium;;;;auto-extracted from references;;2003;;;
Steve1992_Syllabaire;;No;FALSE;external;;;Steve;;No;;Syllabaire élamite: Histoire et paléographie;;;;auto-extracted from references;;1992;;;
Stol1981_Lettersfro;;No;FALSE;external;;;Stol;;No;;Letters from Yale;;;;auto-extracted from references;;1981;;;
Stol2001_ARescripto;;No;FALSE;external;;;Stol;;No;;A Rescript of an Old Babylonian Letter;;;;auto-extracted from references;;2001;;;
Stolper1998_Inscribedi;;No;FALSE;external;;;Stolper;;No;;Inscribed in Egyptian;;;;auto-extracted from references;;1998;;;
Streck2000_Dasamurrit;;No;FALSE;external;;;Streck;;No;;Das amurritische Onomastikon der altbabylonischen Zeit;;;;auto-extracted from references;;2000;;;
Svenbro1997_LaGrecearc;;No;FALSE;external;;;Svenbro;;No;;La Grèce archaïque et classique;;;;auto-extracted from references;;1997;;;
Tadmor1997_Propaganda;;No;FALSE;external;;;Tadmor;;No;;Propaganda, Literature, Historiography;;;;auto-extracted from references;;1997;;;
Unknown1998_EnSyrieaux;;No;FALSE;external;;;Unknown;;No;;En Syrie aux origines de l’écriture;;;;auto-extracted from references;;1998;;;
Tanret2005_Shekelsfor;;No;FALSE;external;;;Tanret;;No;;Shekels for the Scribe;;;;auto-extracted from references;;2005;;;
Tanret2003_Puzzlingwi;;No;FALSE;external;;;Tanret;;No;;Puzzling with Numbers;;;;auto-extracted from references;;2003;;;
Teissier1961_Diplomatiq;;No;FALSE;external;;;Teissier;;No;;Diplomatique;;;;auto-extracted from references;;1961;;;
Unknown1950_TheHistory;;No;FALSE;external;;;Unknown;;No;;The History of the Peloponnesian War;;;;auto-extracted from references;;1950;;;
Thureau-Dangin1912_Notesassyr;;No;FALSE;external;;;Thureau-Dangin;;No;;Notes assyriologiques XVI;;;;auto-extracted from references;;1912;;;
Ulshefer1995_Diealtassy;;No;FALSE;external;;;Ulshefer;;No;;Die altassyrischen Privaturkunden;;;;auto-extracted from references;;1995;;;
Mieroop1997_OnWritinga;;No;FALSE;external;;;Mieroop;;No;;On Writing a History of the Ancient Near East;;;;auto-extracted from references;;1997;;;
Mieroop1999_CuneiformT;;No;FALSE;external;;;Mieroop;;No;;Cuneiform Texts and the Writing of History;;;;auto-extracted from references;;1999;;;
Mieroop2000_SargonofAg;;No;FALSE;external;;;Mieroop;;No;;Sargon of Agade and His Successors in Anatolia;;;;auto-extracted from references;;2000;;;
Toorn2000_CuneiformD;;No;FALSE;external;;;Toorn;;No;;Cuneiform Documents from Syria-Palestine;;;;auto-extracted from references;;2000;;;
Toorn2007_WhyWisdomB;;No;FALSE;external;;;Toorn;;No;;Why Wisdom Became a Secret;;;;auto-extracted from references;;2007;;;
Dijk1965_Uneinsurre;;No;FALSE;external;;;Dijk;;No;;Une insurrection générale au pays de Larsa;;;;auto-extracted from references;;1965;;;
Driel1973_ReviewofEl;;No;FALSE;external;;;Driel;;No;;Review of Ellis 1968;;;;auto-extracted from references;;1973;;;
Unknown1982_Zikirsumim;;No;FALSE;external;;;Unknown;;No;;Zikir šumim;;;;auto-extracted from references;;1982;;;
Lerberghe1989_ALongLasti;;No;FALSE;external;;;Lerberghe;;No;;A Long Lasting Life;;;;auto-extracted from references;;1989;;;
Lerberghe1994_AnOldBabyl;;No;FALSE;external;;;Lerberghe;;No;;An Old Babylonian Clone;;;;auto-extracted from references;;1994;;;
Unknown2001_VeenhofAnn;;No;FALSE;external;;;Unknown;;No;;Veenhof Anniversary Volume;;;;auto-extracted from references;;2001;;;
Soldt2001_Nahissalmu;;No;FALSE;external;;;Soldt;;No;;Nahiššalmu;;;;auto-extracted from references;;2001;;;
Vanstiphout1978_LipitIstar;;No;FALSE;external;;;Vanstiphout;;No;;Lipit-Ištar’s Praise in Edubba;;;;auto-extracted from references;;1978;;;
Vanstiphout2003_EpicsofSum;;No;FALSE;external;;;Vanstiphout;;No;;Epics of Sumerian Kings: The Matter of Aratta;;;;auto-extracted from references;;2003;;;
Vanstiphout2003_TheOldBaby;;No;FALSE;external;;;Vanstiphout;;No;;The Old Babylonian Literary Canon;;;;auto-extracted from references;;2003;;;
Veenhof1966_ReviewofKu;;No;FALSE;external;;;Veenhof;;No;;Review of Kutsch 1963;;;;auto-extracted from references;;1966;;;
Veenhof1986_CuneiformA;;No;FALSE;external;;;Veenhof;;No;;Cuneiform Archives: An Introduction;;;;auto-extracted from references;;1986;;;
Veenhof2003_Fatherhood;;No;FALSE;external;;;Veenhof;;No;;Fatherhood Is a Matter of Opinion;;;;auto-extracted from references;;2003;;;
Veenhof2008_Mesopotami;;No;FALSE;external;;;Veenhof;;No;;Mesopotamia: The Old Assyrian Period;;;;auto-extracted from references;;2008;;;
Veldhuis1999_ThePoetryo;;No;FALSE;external;;;Veldhuis;;No;;The Poetry of Magic;;;;auto-extracted from references;;1999;;;
Verbrugghe1996_Berossosan;;No;FALSE;external;;;Verbrugghe;;No;;Berossos and Manetho;;;;auto-extracted from references;;1996;;;
Villard1992_Parademili;;No;FALSE;external;;;Villard;;No;;Parade militaire dans les jardins de Babylone;;;;auto-extracted from references;;1992;;;
Villard1995_Lesdernier;;No;FALSE;external;;;Villard;;No;;Les derniers rapports des devins néo-assyriens;;;;auto-extracted from references;;1995;;;
Villard2006_Achemineme;;No;FALSE;external;;;Villard;;No;;Acheminement et réception de la correspondance royale;;;;auto-extracted from references;;2006;;;
Villard2008_Leslettres;;No;FALSE;external;;;Villard;;No;;Les lettres du temple d’Aššur;;;;auto-extracted from references;;2008;;;
Vincente1995_TheTallLei;;No;FALSE;external;;;Vincente;;No;;The Tall Leilan Recension of the Sumerian King List;;;;auto-extracted from references;;1995;;;
Voet1993_SealinginP;;No;FALSE;external;;;Voet;;No;;Sealing in Philadelphia and Elsewhere;;;;auto-extracted from references;;1993;;;
Voet1994_Comments;;No;FALSE;external;;;Voet;;No;;Comments;;;;auto-extracted from references;;1994;;;
Weiher1983_Spatbabylo;;No;FALSE;external;;;Weiher;;No;;Spätbabylonische Texte aus Uruk;;;;auto-extracted from references;;1983;;;
Waetzoldt1991_ReviewofTh;;No;FALSE;external;;;Waetzoldt;;No;;Review of The Organization of Power;;;;auto-extracted from references;;1991;;;
Unknown1997_Assyrienim;;No;FALSE;external;;;Unknown;;No;;Assyrien im Wandel der Zeiten;;;;auto-extracted from references;;1997;;;
Walker1987_CuneiformR;;No;FALSE;external;;;Walker;;No;;Cuneiform: Reading the Past;;;;auto-extracted from references;;1987;;;
Walker1987_TheKouyunj;;No;FALSE;external;;;Walker;;No;;The Kouyunjik Collection;;;;auto-extracted from references;;1987;;;
Walker2001_TheInducti;;No;FALSE;external;;;Walker;;No;;The Induction of the Cult Image in Ancient Mesopotamia;;;;auto-extracted from references;;2001;;;
Watanabe1985_DieBriefed;;No;FALSE;external;;;Watanabe;;No;;Die Briefe der neuassyrischen Könige;;;;auto-extracted from references;;1985;;;
Weisberg1969_AnOldBabyl;;No;FALSE;external;;;Weisberg;;No;;An Old Babylonian Forerunner to šumma ālu;;;;auto-extracted from references;;1969;;;
Westbrook1988_OldBabylon;;No;FALSE;external;;;Westbrook;;No;;Old Babylonian Marriage Law;;;;auto-extracted from references;;1988;;;
Westenholz2007_TheGraecoB;;No;FALSE;external;;;Westenholz;;No;;The Graeco-Babyloniaca Once Again;;;;auto-extracted from references;;2007;;;
Westenholz1993_Writingfor;;No;FALSE;external;;;Westenholz;;No;;Writing for Posterity;;;;auto-extracted from references;;1993;;;
Westenholz1997_Legendsoft;;No;FALSE;external;;;Westenholz;;No;;Legends of the Kings of Akkade;;;;auto-extracted from references;;1997;;;
Westenholz2004_TheOldAkka;;No;FALSE;external;;;Westenholz;;No;;The Old Akkadian Presence at Nineveh;;;;auto-extracted from references;;2004;;;
Whiting1977_SealingPra;;No;FALSE;external;;;Whiting;;No;;Sealing Practices at Eshnunna;;;;auto-extracted from references;;1977;;;
Whiting1987_OldBabylon;;No;FALSE;external;;;Whiting;;No;;Old Babylonian Letters from Tell Asmar;;;;auto-extracted from references;;1987;;;
Wilcke2006_DieHymneau;;No;FALSE;external;;;Wilcke;;No;;Die Hymne auf das Heiligtum Keš;;;;auto-extracted from references;;2006;;;
Wilhelm1970_Untersuchu;;No;FALSE;external;;;Wilhelm;;No;;Untersuchungen zum Hurro-Akkadischen von Nuzi;;;;auto-extracted from references;;1970;;;
Wilhelm1991_AHurrianLe;;No;FALSE;external;;;Wilhelm;;No;;A Hurrian Letter from Tell Brak;;;;auto-extracted from references;;1991;;;
Unknown2004_TheCambrid;;No;FALSE;external;;;Unknown;;No;;The Cambridge Encyclopedia of the World’s Ancient Languages;;;;auto-extracted from references;;2004;;;
Unknown1914_Cyropaedia;;No;FALSE;external;;;Unknown;;No;;Cyropaedia;;;;auto-extracted from references;;1914;;;
Unknown2001_Etudesouga;;No;FALSE;external;;;Unknown;;No;;Études ougaritiques I;;;;auto-extracted from references;;2001;;;
Unknown1997_CrossingBo;;No;FALSE;external;;;Unknown;;No;;Crossing Boundaries and Linking Horizons;;;;auto-extracted from references;;1997;;;
Ziegler2000_Aspectseco;;No;FALSE;external;;;Ziegler;;No;;Aspects économiques des guerres de Šamši-Addu;;;;auto-extracted from references;;2000;;;
Unknown2006_Lamusiquea;;No;FALSE;external;;;Unknown;;No;;La musique au Proche-Orient ancien;;;;auto-extracted from references;;2006;;;
Ziegler2007_Florilegiu;;No;FALSE;external;;;Ziegler;;No;;Florilegium marianum IX;;;;auto-extracted from references;;2007;;;
Ziegler2004_Unelettred;;No;FALSE;external;;;Ziegler;;No;;Une lettre de Šamši-Addu découverte à Hazor?;;;;auto-extracted from references;;2004;;;
Ziegler2007_Amurritisc;;No;FALSE;external;;;Ziegler;;No;;Amurritisch lernen;;;;auto-extracted from references;;2007;;;
Barjamovic2008_AnOldAssyr;;No;FALSE;external;;;Barjamovic;;No;;An Old Assyrian Incantation against the Evil Eye;;;;auto-extracted from references;;2008;;;
Buccellati1993_ThroughaGl;;No;FALSE;external;;;Buccellati;;No;;Through a Glass Darkly: A Reconstruction of Old Babylonian Monuments Described in Old Babylonian Copies;;;;auto-extracted from references;;1993;;;
Cammarosano2019_TheyWroteo;;No;FALSE;external;;;Cammarosano;;No;;They Wrote on Wax: Wax Boards in the Ancient Near East;;;;auto-extracted from references;;2019;;;
Chiera1956_TheyWroteo;;No;FALSE;external;;;Chiera;;No;;They Wrote on Clay: The Babylonian Tablets Speak Today;;;;auto-extracted from references;;1956;;;
Dalley2020_TheFirstSe;;No;FALSE;external;;;Dalley;;No;;The First Sealand Dynasty: Literacy, Economy, and the Likely Location of Dur-Enlil(e;;;;auto-extracted from references;;2020;;;
Derksen2017_NewEvidenc;;No;FALSE;external;;;Derksen;;No;;New Evidence for Beeswax during the Old Assyrian Colony Period and the Ur III Period;;;;auto-extracted from references;;2017;;;
Devecchi2020_DallaMesop;;No;FALSE;external;;;Devecchi;;No;;Dalla Mesopotamia a Parigi, passando per Susa;;;;auto-extracted from references;;2020;;;
Eppihimer2010_Assembling;;No;FALSE;external;;;Eppihimer;;No;;Assembling King and State;;;;auto-extracted from references;;2010;;;
Fales2010_NewLighton;;No;FALSE;external;;;Fales;;No;;New Light on Assyro-Aramaic Interference: The Assur Ostracon;;;;auto-extracted from references;;2010;;;
Feldman2009_Knowledgea;;No;FALSE;external;;;Feldman;;No;;Knowledge as Cultural Biography;;;;auto-extracted from references;;2009;;;
Finkel2018_Amuletsaga;;No;FALSE;external;;;Finkel;;No;;Amulets against Fever;;;;auto-extracted from references;;2018;;;
Finkel2019_Assurbanip;;No;FALSE;external;;;Finkel;;No;;Assurbanipal’s Library: An Overview;;;;auto-extracted from references;;2019;;;
Franklin2019_ReviewofVo;;No;FALSE;external;;;Franklin;;No;;Review of Voices on Birchbark;;;;auto-extracted from references;;2019;;;
Friberg1990_SeedandRee;;No;FALSE;external;;;Friberg;;No;;‘Seed and Reeds’;;;;auto-extracted from references;;1990;;;
Greco2019_TheCodeofH;;No;FALSE;external;;;Greco;;No;;The Code of Hammurabi in Later Tradition;;;;auto-extracted from references;;2019;;;
Guterbock1934_Diehistori;;No;FALSE;external;;;Güterbock;;No;;Die historische Tradition;;;;auto-extracted from references;;1934;;;
Harper1993_TheRoyalCi;;No;FALSE;external;;;Harper;;No;;The Royal City of Susa;;;;auto-extracted from references;;1993;;;
Henkelman2012_SutrukNahh;;No;FALSE;external;;;Henkelman;;No;;Šutruk-Nahhunte;;;;auto-extracted from references;;2012;;;
Heessel2012_Amuletteun;;No;FALSE;external;;;Heeßel;;No;;Amulette und ‘Amulettform’;;;;auto-extracted from references;;2012;;;
Jendritzki2019_Rekonstruk;;No;FALSE;external;;;Jendritzki;;No;;Rekonstruktion einer Elfenbein-Klapptafel;;;;auto-extracted from references;;2019;;;
Jursa2004_Accounting;;No;FALSE;external;;;Jursa;;No;;Accounting in Neo-Babylonian Institutional Archives;;;;auto-extracted from references;;2004;;;
Konig1977_Dieelamisc;;No;FALSE;external;;;König;;No;;Die elamischen Königsinschriften;;;;auto-extracted from references;;1977;;;
Larsen2015_AncientKan;;No;FALSE;external;;;Larsen;;No;;Ancient Kanesh;;;;auto-extracted from references;;2015;;;
Maiocchi2012_Ildolcesap;;No;FALSE;external;;;Maiocchi;;No;;Il dolce sapore della morte;;;;auto-extracted from references;;2012;;;
Maul2012_Tontafelab;;No;FALSE;external;;;Maul;;No;;Tontafelabschriften des Kodex Hammurapi;;;;auto-extracted from references;;2012;;;
Michalowski1980_NewSources;;No;FALSE;external;;;Michalowski;;No;;New Sources Concerning Naram-Sin;;;;auto-extracted from references;;1980;;;
Michalowski2020_TheKingdom;;No;FALSE;external;;;Michalowski;;No;;The Kingdom of Akkad in Contact with the World;;;;auto-extracted from references;;2020;;;
Michel2020_WomenofAss;;No;FALSE;external;;;Michel;;No;;Women of Assur and Kanesh;;;;auto-extracted from references;;2020;;;
Nougayrol1958_Lesfragmen;;No;FALSE;external;;;Nougayrol;;No;;Les fragments en pierre du Code Hammourabien II;;;;auto-extracted from references;;1958;;;
Ornan2019_Unfinished;;No;FALSE;external;;;Ornan;;No;;Unfinished Business;;;;auto-extracted from references;;2019;;;
Panayotov2018_Magicomedi;;No;FALSE;external;;;Panayotov;;No;;Magico-medical Plants;;;;auto-extracted from references;;2018;;;
Paulus2017_Akkadeinmi;;No;FALSE;external;;;Paulus;;No;;Akkade in mittelbabylonischer Zeit;;;;auto-extracted from references;;2017;;;
Postgate2001_SystemandS;;No;FALSE;external;;;Postgate;;No;;System and Style in Three Near Eastern Bureaucracies;;;;auto-extracted from references;;2001;;;
Potts1999_TheArchaeo;;No;FALSE;external;;;Potts;;No;;The Archaeology of Elam;;;;auto-extracted from references;;1999;;;
Potts2006_Elamitesan;;No;FALSE;external;;;Potts;;No;;Elamites and Kassites in the Gulf;;;;auto-extracted from references;;2006;;;
Potts2018_Archaeolog;;No;FALSE;external;;;Potts;;No;;Archaeology and the Art of the Ancient Near East;;;;auto-extracted from references;;2018;;;
Powell1996_Wineandthe;;No;FALSE;external;;;Powell;;No;;Wine and the Vine in Ancient Mesopotamia;;;;auto-extracted from references;;1996;;;
Radner2014_AnImperial;;No;FALSE;external;;;Radner;;No;;An Imperial Communication Network;;;;auto-extracted from references;;2014;;;
Reichel2013_Eshnunna;;No;FALSE;external;;;Reichel;;No;;Eshnunna;;;;auto-extracted from references;;2013;;;
Rey2020_ASeleucidC;;No;FALSE;external;;;Rey;;No;;A Seleucid Cult of Royal Ancestors in Girsu;;;;auto-extracted from references;;2020;;;
Robson2019_ScholarlyT;;No;FALSE;external;;;Robson;;No;;Scholarly Tablet Collections;;;;auto-extracted from references;;2019;;;
Unknown2019_LibrariesB;;No;FALSE;external;;;Unknown;;No;;Libraries Before Alexandria;;;;auto-extracted from references;;2019;;;
Sallaberger2012_Bierbrauen;;No;FALSE;external;;;Sallaberger;;No;;Bierbrauen in Versen;;;;auto-extracted from references;;2012;;;
Thavapalan2019_Stonesfrom;;No;FALSE;external;;;Thavapalan;;No;;Stones from the Mountain;;;;auto-extracted from references;;2019;;;
Dijk1986_Diedynasti;;No;FALSE;external;;;Dijk;;No;;Die dynastischen Heiraten;;;;auto-extracted from references;;1986;;;
Veenhof2010_TheArchive;;No;FALSE;external;;;Veenhof;;No;;The Archive of Kuliya, son of Ali-abum;;;;auto-extracted from references;;2010;;;
Veenhof2020_OldAssyria;;No;FALSE;external;;;Veenhof;;No;;Old Assyrian Iṣurtum;;;;auto-extracted from references;;2020;;;
Volk1999_Imkereiima;;No;FALSE;external;;;Volk;;No;;Imkerei im alten Mesopotamien?;;;;auto-extracted from references;;1999;;;
Waal2012_WritinginA;;No;FALSE;external;;;Waal;;No;;Writing in Anatolia;;;;auto-extracted from references;;2012;;;
Wasserman1994_BM78613;;No;FALSE;external;;;Wasserman;;No;;BM 78613;;;;auto-extracted from references;;1994;;;
Winter1992_Idolsofthe;;No;FALSE;external;;;Winter;;No;;‘Idols of the King.’;;;;auto-extracted from references;;1992;;;
Winter1996_SexRhetori;;No;FALSE;external;;;Winter;;No;;Sex, Rhetoric and the Public Monument;;;;auto-extracted from references;;1996;;;
Winter2002_DefiningAe;;No;FALSE;external;;;Winter;;No;;Defining Aesthetics for Non-Western Studies;;;;auto-extracted from references;;2002;;;
Unknown2017_Entrelesfl;;No;FALSE;external;;;Unknown;;No;;Entre les fleuves II;;;;auto-extracted from references;;2017;;;
Abela-Ridder2010_Estimating;;No;FALSE;external;;;Abela-Ridder;;No;;Estimating the Burden of Human Leptospirosis;;;;auto-extracted from references;;2010;;;
Bandara2014_Globalizat;;No;FALSE;external;;;Bandara;;No;;Globalization of Leptospirosis through Travel and Migration;;;;auto-extracted from references;;2014;;;
Baermann1928_DiagnoseKl;;No;FALSE;external;;;Baermann;;No;;Diagnose, Klinik, Epidemiologie und Therapie der kurzfristigen Weilschen Erkrankung;;;;auto-extracted from references;;1928;;;
Berman1973_ScrubTyphu;;No;FALSE;external;;;Berman;;No;;Scrub Typhus in South Vietnam;;;;auto-extracted from references;;1973;;;
Borg-Petersen1949_Experience;;No;FALSE;external;;;Borg-Petersen;;No;;Experience of Leptospirosis in Denmark;;;;auto-extracted from references;;1949;;;
Borghouts1998_TheClinica;;No;FALSE;external;;;Borghouts;;No;;The Clinical Course and Prognostic Factors of Non-Specific Neck Pain: A Systematic Review;;;;auto-extracted from references;;1998;;;
Broom1951_Leptospiro;;No;FALSE;external;;;Broom;;No;;Leptospirosis in England and Wales;;;;auto-extracted from references;;1951;;;
Broom1948_WeilsDisea;;No;FALSE;external;;;Broom;;No;;Weil’s Disease;;;;auto-extracted from references;;1948;;;
Brown1997_BM13470119;;No;FALSE;external;;;Brown;;No;;BM 134701 = 1966-10-14, 1 and the Hellenistic Period Eclipse Ritual from Uruk;;;;auto-extracted from references;;1997;;;
Bulmer1945_WeilsDisea;;No;FALSE;external;;;Bulmer;;No;;Weil’s Disease in Normandy: Its Treatment with Penicillin;;;;auto-extracted from references;;1945;;;
Cavigneaux1948_CasesofLep;;No;FALSE;external;;;Cavigneaux;;No;;Cases of Leptospirosis Icterohaemorrhagica in the Paris District;;;;auto-extracted from references;;1948;;;
Daher2009_Predictors;;No;FALSE;external;;;Daher;;No;;Predictors of Oliguric Acute Kidney Injury in Leptospirosis;;;;auto-extracted from references;;2009;;;
Daher1999_RiskFactor;;No;FALSE;external;;;Daher;;No;;Risk Factors for Death and Changing Patterns in Leptospirosis Acute Renal Failure;;;;auto-extracted from references;;1999;;;
Dittrich2015_OrientiaRi;;No;FALSE;external;;;Dittrich;;No;;Orientia, Rickettsia, and Leptospira Pathogens as Causes of CNS Infections in Laos;;;;auto-extracted from references;;2015;;;
Edwards1960_HumanLepto;;No;FALSE;external;;;Edwards;;No;;Human Leptospirosis;;;;auto-extracted from references;;1960;;;
Fairburn1956_Chloramphe;;No;FALSE;external;;;Fairburn;;No;;Chloramphenicol and Penicillin in the Treatment of Leptospirosis among British Troops in Malaya;;;;auto-extracted from references;;1956;;;
Faine1982_Guidelines;;No;FALSE;external;;;Faine;;No;;Guidelines for the Control of Leptospirosis. WHO Offset Publication;;;;auto-extracted from references;;1982;;;
